robbofoz,esa,8,0,6,0,1,0,1,0,0,0,0,0,1,0,1,0
asrivkin,astroaddie,5,0,15,0,0,0,0,0,0,0,15,0,0,0,1,0
xmuxaux,nasa,34,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
robrekemeyer,nasa,31,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
smitmatalia,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astrodot,spacechelle,66,0,84,0,0,0,0,0,0,0,103,0,0,0,0,0
summer_ash,jegpeek,48,1,44,1,1,0,1,0,0,0,36,0,0,0,0,0
sayyed_numan,marscuriosity,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
john_gardi,nasa,16,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
davidwhogg,wikipedia,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
yazziesays,nasa,77,1,36,0,0,0,0,0,0,3,1,0,0,0,0,0
exploreplanets,jasonrdavis,49,1,87,0,2,0,0,0,0,1,78,0,1,0,0,0
badastronomer,tweetsoutloud,77,1,37,0,4,0,3,0,0,2,68,0,3,0,0,0
dalcantonjd,shaka_lulu,50,2,57,0,5,0,4,0,0,2,72,0,0,0,1,0
nasasocial,astro_wheels,235,0,70,0,0,0,0,0,0,0,94,0,1,0,0,0
allplanets,nasa,202,7,49,0,1,0,1,0,0,13,9,0,0,0,0,0
kas_1979,nasa,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
superfolle,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dr_lucie,mihojnvr,14,0,32,0,0,0,0,0,0,0,33,0,0,0,0,0
asrivkin,tedstryk,26,2,29,0,0,0,1,0,0,2,46,0,1,0,1,0
ayeiibor,nasa,17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
reeseby,nasa,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thatdudemb,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astro_tj,astro_clay,36,0,29,0,0,0,0,0,0,0,62,0,0,0,0,0
danielatalaya,esa_rosetta,39,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
summer_ash,orbitalatk,94,2,54,0,3,0,1,0,0,0,9,0,0,0,0,0
astropixie,vacant3rdman,14,1,39,0,1,0,1,0,0,1,28,0,0,0,0,0
biancaaddison,nasa,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
summer_ash,hubbahubble,67,0,32,0,2,0,0,0,0,0,25,0,0,0,0,0
resilientearth,nasa,10,2,4,0,1,0,0,0,0,2,0,0,0,0,0,0
jhjones,arielwaldman,37,0,28,0,2,0,2,0,0,0,20,0,0,0,0,0
chrislintott,markmccaughrean,64,1,20,1,2,0,1,0,0,2,25,0,0,0,0,0
80jovan,space_station,8,8,0,0,1,0,1,0,0,5,0,0,0,0,0,0
rocketman528,nasa,429,21,99,1,0,0,0,0,0,6,16,0,1,0,0,0
luispecialone,nasa,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
universenme,space_station,16,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0
jannalevin,gravitate_to_me,11,0,30,0,3,0,2,0,0,0,36,0,0,0,0,0
metarantz,nasa,87,9,45,0,0,0,0,0,0,8,0,0,0,0,0,0
hijinksandhalos,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannytheinfidel,nasa,5,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0
astrosoumyadeep,nasa,22,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0
astrokatie,starstryder,137,2,75,0,9,0,3,0,0,2,68,0,4,0,1,0
asrivkin,lostrack621,19,0,24,0,0,0,1,0,0,0,29,0,1,0,1,0
startalkradio,tbaldwin510todd,3,0,22,0,0,0,0,0,0,0,17,0,0,0,0,0
the_solarsystem,maximaxoo,174,0,188,2,0,0,0,0,0,0,159,1,0,0,0,0
robbofoz,esa_rosetta,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0
drfunkyspoon,paleophile,18,0,21,0,0,0,0,0,0,1,22,0,1,0,0,0
timbecool,nasa,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
manucarcamov,nasa,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
startalkradio,intrepidmuseum,35,0,102,0,0,0,0,0,0,0,57,0,0,0,0,0
davidwhogg,kimberlykowal,16,0,18,0,0,0,0,0,0,0,31,0,0,0,0,0
monkeymafia1668,nasa,30,16,8,0,0,0,0,0,0,7,1,0,0,0,0,0
tdeiii,nasa,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
jagoff12,nasajpl,33,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
hofstetter_mary,spacedotcom,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
katechadwick5,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astronomolly,nhuntwalker,19,1,11,0,0,0,0,0,0,1,12,0,0,0,0,0
planet4589,lauriecantillo,38,0,91,0,2,0,4,0,0,0,52,0,0,0,0,0
cosmic_horizons,sydney_science,16,0,26,0,1,0,2,0,0,0,15,0,0,0,0,0
dr_lucie,jonny_nichols,15,1,25,0,0,0,0,0,0,0,19,0,0,0,0,0
the_solarsystem,myopenmind101,17,0,96,0,0,0,0,0,0,0,36,0,0,0,0,0
astro_timpeake,linds_bluepeter,6,0,7,0,0,0,0,0,0,0,12,0,2,0,1,0
jbyrrrd66,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
profabelmendez,allplanets,184,1,194,1,2,0,0,0,0,0,65,0,0,0,0,0
astrodot,jaylupold,9,0,46,0,0,0,0,0,0,0,30,0,0,0,0,0
coltinayres,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summer_ash,jaimealyse,8,1,14,0,0,0,1,0,0,0,6,0,0,0,0,0
ilovemarsfans,spacex,220,6,67,0,0,0,0,0,0,5,3,0,0,0,0,0
angtomvideo,nasa,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
catherineq,cnn,74,3,3,0,5,0,0,0,0,3,0,0,1,0,0,0
nebulosas231,nasa,56,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
jstephengagnon,nasa,30,1,9,0,0,0,0,0,0,1,2,0,0,0,0,0
cosmic_horizons,bencubby,13,0,5,0,1,0,1,0,0,0,3,0,0,0,0,0
burlyg8r,nasa,10,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
nickastronomer,libbyjackson__,74,0,92,0,6,0,4,0,0,0,46,0,0,0,0,0
kissingscarlett,nasa,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
politicsscot,nasa,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tegumentum9,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larkin10louise,nasa,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iss_research,astro_wheels,98,0,53,0,1,0,0,0,0,0,97,0,1,0,0,0
xxarch3r4lif3xx,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astro_timpeake,bis_spaceflight,53,0,80,0,1,0,2,0,0,0,117,0,2,0,0,0
davidwhogg,geerthub,34,0,37,0,1,0,3,0,0,1,60,0,1,0,1,0
nickastronomer,takethatnasa,4,0,16,0,1,0,0,0,0,0,5,0,0,0,0,0
drfunkyspoon,carolynporco,82,0,17,0,2,0,0,0,0,0,6,0,2,0,1,0
mggttaylor,esa_rosetta,143,7,50,0,0,0,0,0,0,23,43,0,0,0,0,0
niais,shaka_lulu,80,2,77,0,3,0,2,0,0,1,60,0,0,0,0,0
tb5977,therealbuzz,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
