theqille,1,nasa,2,nasasolarsystem
jorgema25236184,1,cassinisaturn,1,spacex,1,astro_timpeake,1,nasajpl,1,cmdr_hadfield,1,nasa
jazminekubovcik,2,tristenpacker,2,rileyleigh12
aepruettdo,2,notss_lab,2,sasanof,2,drkomanduri,2,drmlb,2,naturenews,2,healthcarewen,1,astro_mike,2,pascalmeier74
drcolj,2,toimatom,2,sehnaoui,2,k12learn,2,simchaaliyah,2,hadinili,2,wsvn,2,gunz1943,2,maxwaluk,2,arstechnica,2,jtrandell,2,draymchone,2,skynews,2,cbsnews,2,drbiden,2,peacecorpsdir,2,thetegeirian,2,valaafshar,2,iamcomet67p,1,space_station,2,c_t_morgan,2,reutersworld,2,whitehouseostp,2,liveuamap,2,t2gunner,2,halfdomeorbust,2,angelakorras,2,eastmedmonitor,2,limilvetnews,2,robre62,2,musicaltrees,1,nasa_orion,1,esa_rosetta,1,philae2014,2,rickonpnt,2,cnn,2,cnni,2,bbc5live,2,leasavoy,2,fbi
prmjts,2,gizmodo,1,spacex,1,neiltyson,1,nasa
besianx,1,marscuriosity,2,commandermla,1,csa_asc,2,iamcomet67p,2,nasa_sls,1,iss_research,1,space_station,1,stationcdrkelly,1,therealbuzz,1,nasa_astronauts,2,climatereality,1,esaoperations,1,astro_jeremy,1,astro_timpeake,1,astro_luca,1,astrosamantha,1,spacex,1,spacedotcom,1,esa,1,astro_reid,1,astro_wheels,1,cmdr_hadfield,2,nasakepler,1,nasavoyager,1,nasa_johnson,1,astro_alex,2,gma,2,cnni,1,nasa
liberty_cole,2,hrtechmagazine,2,2morrowknight,2,cbsnews,2,cnn,2,adskinventor,1,spacex,1,astro_timpeake,1,nasa,2,businessinsider,2,cntraveler,2,natgeochannel,2,discovery,2,nbcphiladelphia
nathangriffiths,1,csa_asc,2,novapbs,1,neiltyson,1,cmdr_hadfield,1,marscuriosity,1,marsrovers,1,setiinstitute,2,nathan_warner,2,vancitybuzz,2,cbcnews
geotev21,1,neiltyson
tidd_eric,1,space_station,1,nasa,1,neiltyson
memgo8,1,astroserena,2,nasa_sls,1,nasa_astronauts,1,nasa_technology,1,nasa_orion,2,nasakepler,1,nasakennedy,1,nasajpl,1,nasahqphoto,1,iss_research,1,nasa_johnson,1,spacex,1,nasa
dtwohig,2,soledadobrien,1,badastronomer,2,jessespector,1,neiltyson,2,startrek,2,robertpicardo,1,nasa,1,stationcdrkelly,2,georgetakei,2,cbsnews,2,kywnewsradio,2,cnn,2,mets
krisjgm,2,unfccc,1,tweetsoutloud,1,lkrauss1,2,fbi,1,marscuriosity,1,astro_reid,1,astroillini,1,nasa,1,neiltyson,2,craigyferg
monsieurfusee,2,davaexplorer,2,dexbarton,2,jaimeandrea,2,thespacegal,2,commandermla,2,ruimtevaart,2,spaceref,1,aerospacedr,2,claramoskowitz,2,tariqjmalik,2,pomerantz,2,wapodavenport,2,skyandtelescope,1,spacex,2,sierranevcorp,1,esa_eac,1,badastronomer,1,planet4589,2,sciencechannel,1,setiinstitute,1,philae2014,2,spacefoundation,2,aiaa,1,nasa_orion,2,commercial_crew,2,nasahistory,2,satispy,2,freeenterprise,2,billostrovefi,2,stephenclark1,2,gtwhitesides,2,b0yle,2,russianspaceweb,2,housescience,2,ericstallmer,2,airbusds,2,inmarsatglobal,1,spacegovuk,2,orbitalatk,1,esaoperations,2,northropgrumman,2,whitehouseostp,1,nasagoddard,2,nasawebb,1,spacenews_inc,2,airandspace,1,spacedotcom,1,astro_reid,1,esa,2,dlr_en,1,nasa
fhs_sciencedept,1,dr_lucie,1,space_station,1,exploreplanets,1,astro_kate7,1,nasajuno,1,shuttlecdrkelly,1,cmdr_hadfield,1,astro_timpeake,2,allaboutstem,2,sciencemuseum,1,neiltyson,1,cassinisaturn,1,badastronomer,2,apod,1,earthskyscience,1,nasa,1,stationcdrkelly
tommymurph1818,2,stevengaines5
blair_horth,2,briansolis
aceofspades302,2,discovery,1,nasa,2,sciencechannel
_discxple,2,acethug69
ouscotland,1,esa_exomars,2,theouglobal,1,esa_rosetta,2,edinburghpaper,2,edscifest,2,heraldscotland,2,unistrathclyde,2,edinburghuni
hitzel89,1,marscuriosity,1,nasa,1,neiltyson,1,badastronomer
diamondilo,2,physorg_com,2,jdrodrigueztcd,2,eandtmagazine,2,shell_us,2,helen_e_mc,2,catapult_uk,1,ejshotton,2,physicsworld,2,theiet,2,raengnews,2,berkeleylab,2,slaclab,2,diamondlightsou
liveuamap,2,barristerblog,2,gp_pulipaka,2,gavinsblog,2,galka_max,2,upi,1,sclopit,2,popsci,2,_michaelhoffman,2,lyonanglais,2,xhnews,2,matisaksk,1,planet4589,2,sarniamakchris,2,gtcost,2,errnews,2,bencubby,2,calliopeco,2,bowlerderek,2,lexnextdc,2,disruptive55,2,valaafshar,2,usembtallinn,2,drcolj,2,tetyanastadnyk,2,eastmedmonitor,2,rachelkennedy84,2,jwfell,2,dondurgad,2,debenedettimrco,2,law247,2,ajplus,2,news_2_share,2,kkarkagiannis,2,maxfostercnn,2,quantumg,2,psael,2,russianspaceweb,2,gazareports,2,itsnicethat,2,presstv,2,scmp_news,2,sputnikint,2,yannikouts,2,thielschristian,2,philewing,2,itvnews,2,the_hindu,2,timesofindia,2,ndtv,2,httweets,2,aleroi,2,cbcnews,2,liberateukraine,2,71djt,2,timinhonolulu,2,fxnscitech,2,uamuzik,2,skynews,2,sputniknewsuk,2,tanyalokot,2,dmonigatti,2,robpulsenews,2,fbi,2,sputniknewsus,2,moscowtimes,2,usairforce,2,businessinsider,2,cnni,2,cnn
michele881,1,dougkammerer
rh_confessions7,2,wowthatstinks,1,paulmattsutter,2,carolynporco,2,humanrtsv,2,paulsouthphilly,2,mikehudema,2,andrewmayne,2,simplymarcoo,1,astronautabby,1,nasa,1,stationcdrkelly,1,space_station,1,iss_research,1,neiltyson
patf758,2,reneehlozek,1,universetoday,2,sciencechannel,2,nasasolarsystem,2,nasa_dawn,1,marsrovers,1,neiltyson,1,nasajuno,2,nasaames,2,asteroidwatch,1,cassinisaturn,1,marscuriosity,2,apod,2,nasakepler,1,nasajpl,1,setiinstitute,1,nasagoddard,2,nasawebb,1,sethshostak
patrickt96sb,1,pbsspacetime,1,spacex,1,nasa,1,astro_reid
scaley_jencen,1,spacex,2,eevblog,2,adafruit,1,marscuriosity
applixir,2,omaruddin,2,2morrowknight
boyerins,1,drshepherd2013,2,ibm,2,popmech,1,iss_research,1,nasahqphoto,1,nasa,2,waynelambright,2,outerbanksvoice,2,samwalkerobx,2,weathernation,2,accuweather,2,dailycollegian,2,cnet
ponderphoto,1,nasa
wlos_13,2,wncn,2,abc7news,2,cnn,2,gma
vineca,1,iss_research,2,commercial_crew,2,natgeochannel,2,businessinsider,2,wef,2,ti_in_texas,1,spacex,1,marscuriosity,1,astroterry,1,space_station,1,nasa,2,mikehudema
mountz91,2,nasa_wallops
dean_rinehart,2,craigyferg,1,nasa
radiationarmy,1,nasakennedy,2,nasa_sls,1,nasa_orion,1,nasa,1,stationcdrkelly,1,marscuriosity,1,astrosamantha,1,spacex,1,cmdr_hadfield,1,cassinisaturn,1,astro_timpeake
iliketoreadmaps,1,nasasocial,1,nasa,1,nasahqphoto,1,marscuriosity,2,nasawebb,1,hubble_space,1,nasagoddard,2,nasa_wallops,2,bryanwojtanik,2,prehistoman,1,stationcdrkelly,2,mets
megdnz,2,nuclearanthro,2,darth,2,kiwibardy,2,abcnews24,1,nasa,2,weatherwatchnz,2,cnn,2,abcnews
keithizbuttacup,1,neiltyson
nerdyandnatural,1,nasa,2,codingforchange,2,ajplus,1,space_station,2,tumblr,2,cntraveler,2,3dprint_com,2,cnet,2,chipotletweets,1,neiltyson
coffeemissy,1,neiltyson
himynameisryan5,2,a_winay,2,samuel_harmon,2,austin_aynes,2,rynoman16,2,sfrankowski18,2,rodey_dye_
frbroslady,1,spacedotcom,2,amaiznblugrl,2,bethrich52,1,nasa,1,shuttlecdrkelly,1,space_station,1,stationcdrkelly,2,northlightalert,2,lumanicious,2,ericcbaker1199,2,morskie29,2,darth,2,md_dc
jerryberko,2,rolliwrites,2,2morrowknight,2,ilike42,2,greenpeace,2,westjet,2,cbcnews,2,cnet
betteboop57,2,sean_breslin
jerryssnuggleb1,1,stationcdrkelly,2,grahammctavish,2,caitrionambalfe
jacc1330,2,soledadobrien,1,nasa,1,stationcdrkelly,2,drbiden,1,neiltyson,2,cntraveler
ydnamekud1,2,attractions,1,stationcdrkelly,2,springwolf,2,tampabaygary
tesmods,2,fox5dc,1,spacedotcom,2,rob_coppinger,2,stu,2,laurencekc,2,pavegen,2,nerdrine,2,bobehayes,2,sandy_carter,2,calibitcoin,2,nicklinsmayer,2,andreatdell,2,andybrown1_,2,pxl8it,2,pjthyssen,2,jberiker,2,joseph_santoro,2,digitaltrends,2,covertress,2,drewneisser,2,askadella,2,spencerxsays,2,lars9596,2,evankirstel,2,jordansvedman,2,1davidclarke,2,maxwaluk,2,eugenboghian,2,brett7three,2,mowamucadama,2,simonlporter,2,kennilethridge,2,rossdawson,2,sssourabh,2,isocialfanz,2,thesoulfulemu,2,drphiltill,2,alerttrade,2,dekebridges,1,kirkdborne,2,zaibatsu,2,rosmith11,2,jumpcloud,2,2morrowknight,2,danschawbel
efayeme,2,pitchfork,1,nasa,2,soledadobrien,1,neiltyson
ray_stoner,1,nasa,2,2014mu69,2,brianmaycom,2,1davidclarke,2,ibmresearch,2,loubrutus,2,sandy_carter,2,ibm,2,mets
lauragensheimer,1,nasa,1,astro_mike
paulemic,1,dougkammerer,1,tenacioustopper,2,cntraveler,2,georgetakei,2,soledadobrien,2,fox5dc,1,nasa,2,oracle
aussiestargazer,1,philae2014,2,osirisrex,2,fakeastropix,1,rainmaker1973,2,kennicosmith,2,scienceworks_mv,2,stemalliance,1,astroterry,1,stationcdrkelly,1,mjibrown,2,stuartgary,1,aussiastronomer,2,drphiltill,2,kerriedougherty,2,hubblescience,1,stargazerfred,2,govender,2,scienceau,1,astroduff,1,esa_rosetta,2,maven2mars,2,nightskynetwork,2,meteoritemen,1,karenlmasters,2,_sarahmartell_,2,worldspaceweek,1,nasa_technology,2,springerastro,2,aaoastro,2,galileoteachers,2,abcnews24,2,hirise,2,nasaedu,2,khalidcustoms,2,adlerplanet,1,peoplesastro,1,astrobiology,1,neiltyson,2,marsroverdriver,1,nasavoyager,1,esascience,2,b0yle,2,naturenews,2,aus_scienceweek,1,lisaharveysmith,1,nasagoddard,1,csa_asc,1,astrokatie,1,spacegovuk,2,dunlap_obs,2,esaherschel,2,cnn,2,thenightskyguy,1,nasajuno,2,badas_tweets,1,iss_research,1,nasa_johnson,1,hubble_space,2,nasa_dawn,1,chrislintott,2,bob_richards,1,earthskyscience,2,nasahistory,2,physorg_com,2,nasaglenn,2,spaceref,2,nasa_marshall,2,nasasunearth,2,sciencechannel,1,esaoperations,1,astro_tj,2,astronomyblog,2,awb_org,2,canberradsn,1,allplanets,1,comets77,1,catherineq,2,virtualastro,1,dr_lucie,1,nasa_astronauts,2,cosmos4u,2,ageekmom,2,sofiatelescope,2,astroguyz,1,nsfvoyager2,2,russianspaceweb,2,drspacejunk,2,sciencemuseum,2,cbellh47,2,nasa360,1,cassinisaturn,2,nasawebb,2,skyatnightmag,1,planetquest,1,nasajpl,1,jontihorner,2,livescience,1,spacedotcom,1,universetoday,2,science_academy,2,abcnews,2,apod,1,marsrovers,1,nasakennedy,1,esa,1,marscuriosity,2,e_astronomer,2,nancy_a,1,eso,2,asteroidwatch,2,spacekate,1,nickastronomer,1,astro_mike,1,nasa,2,astronomymike,1,astropixie,2,nasasolarsystem,1,cosmicpinot,1,space,1,exploreplanets,2,royalastrosoc,1,ska_telescope,1,sungrazercomets,2,astro_yyz,2,skyandtelescope,2,nasaames,2,lro_nasa,1,newhorizons2015,2,starstryder,1,badastronomer,2,iss_casis,1,scibry,2,nasakepler,1,setiinstitute
thejamesmckenna,2,theladbible,2,nasasunearth,2,sciencemuseum,1,marsrovers,1,hubble_space,1,nasa_astronauts,1,spacedotcom,1,space,1,neiltyson,1,stationcdrkelly,2,cnetnews,2,gizmodo
h00nterdani,2,thetrudz,2,nasa360,2,apod,2,jessespector
mhultstrom,1,djsnm,2,iamscicomm,2,aaoastro,1,geoscitweeps,2,profmike_m,1,tanyaofmars,1,astrokpj,1,ngc3314,2,thomas1973,2,nasasunearth,2,marionleary,1,aussiastronomer,1,bgreene,2,esaherschel,2,sofiatelescope,2,scienceupulie,2,apod,2,craigyferg,2,standupmaths,2,kimberlykowal,1,cosmicpinot,2,esicm,1,neiltyson,1,cmdr_hadfield,1,stationcdrkelly,1,astropixie,2,skyandtelescope,2,starstryder,1,exploreplanets,2,planetdr,1,esascience,1,hubble_space,1,planet4589,1,nasajpl,1,elakdawalla,2,thom_astro,1,upulie,1,space_station,1,astro_luca,1,astroterry,1,astrosamantha,1,astrotweeps,1,iss_research,1,philae2014,1,esa_rosetta,1,astrokatie,2,realscientists,1,noisyastronomer,2,nasawebb,2,sciencealert,1,lkrauss1,1,marscuriosity,2,cqchoi,1,badastronomer
brianenigma,1,nasasocial,1,neiltyson,2,zheng3_jim,2,peeweeherman,1,marscuriosity
sumitsabujohn,1,esa,2,esaherschel,2,nasaglenn,1,nasagoddard,2,nasawebb,2,nasa_dawn,1,newhorizons2015,1,exploreplanets,1,spacex,2,danspace77,1,cmdr_hadfield,1,therealbuzz,1,elakdawalla,2,gizmodo,1,lkrauss1,1,esa_rosetta,2,asteroidwatch,1,nasa_orion,1,nasavoyager,1,philae2014,1,neiltyson,2,nasakepler,1,nasa,1,nasajpl,1,cassinisaturn,1,nasajuno,1,marscuriosity,1,marsrovers
itspicter,1,neiltyson,2,answerswithjoe
ilovedawgs83,1,marsrovers,1,nasajuno,1,space_station,1,astronautabby,1,stationcdrkelly,1,nasagoddard,2,nasa_dawn,1,astroterry,1,therealbuzz,1,nasa_orion,1,astro_reid,1,marscuriosity
bladetocry,2,nasasunearth,2,cnni,2,jambase,2,popsci,2,scifri,1,spacex,1,astro_sandy,1,setiinstitute,2,iss_casis,2,apod,1,hubble_space,1,esaoperations,2,nasaspinoff,1,esascience,2,sofiatelescope,2,nasastennis,1,nasablueshift,1,esa,2,nasa360,2,nasaclimate,1,spacedotcom,2,northropgrumman,2,nasa_marshall,1,newhorizons2015,2,nasa_dawn,1,iss_research,1,therealbuzz,1,cassinisaturn,2,asteroidwatch,2,nasawatch,1,nasavoyager,1,planetquest,1,marsrovers,1,nasa_orion,2,lro_nasa,2,nasaames,2,nasaglenn,2,nasakepler,2,nasa_wallops,2,nasawebb,2,nasahistory,1,marscuriosity,1,nasasocial,1,nasahqphoto,1,nasagoddard,1,nasa_astronauts,1,nasa_johnson,1,nasajpl,1,nasakennedy,2,sciencenews,2,sciencechannel,2,natgeochannel,2,discovery,1,nasa_technology,2,cnn,1,nasa
tracy9597,2,aerojetrdyne,2,huntsvillecity,2,avionicsmag
3museums1card,2,sciencenews,2,amandagteach,1,astrokarenn,2,marsoneproject,2,failedprotostar,2,canadiandadblog,2,cbctechsci,1,astro_jeremy,2,jamesmoore_org,2,espacepourlavie,2,popsci,2,avspacemuseum,2,cbcquirks,1,cmdr_hadfield,1,csa_asc
libertyscictr,2,smithsonianmag,2,natgeochannel,2,tcmindy,2,latimesscience,1,nasajuno,2,soledadobrien,2,davaexplorer,2,latinasinstem,2,livesciencetech,2,spaceanswers,2,mostlymammoths,2,carolynporco,2,nj1015,2,mi_sci,2,cooperhewitt,2,ajplus,1,exploreplanets,1,startalkradio,2,audreypuente,2,guerillascience,1,astronautabby,2,startorialist,2,rocrmsc,1,rainmaker1973,2,aiaa,2,kspaceacademy,2,honeybee_ltd,1,davidbflower,1,astro_mike,1,nasagoddard,1,newhorizons2015,2,prnews,2,sarahexplains,2,newshour,2,astrorobonaut,1,iss_research,2,nasapeople,1,stationcdrkelly,1,cmdr_hadfield,1,shuttlecdrkelly,1,astro_cady,2,weathernation,1,space_station,1,astroterry,1,nasa_orion,1,astrosamantha,2,thespacegal,1,elakdawalla,1,esascience,1,esa,1,coreyspowell,2,camsiemcadams,2,novapbs,1,setiinstitute,2,nicechess757,2,cbsnews,2,cnn,1,philae2014,1,esa_rosetta,2,hmns,2,jamesjrogers,2,worldscifest,2,coolhunting,2,gma,2,adlerplanet,1,cosmosontv,1,astro_nicole,2,usairforce,2,uscg,2,sciencemuseum,2,nasaclimate,2,rocketcenterusa,1,astrorm,2,oceanwire,2,oceana,2,climatereality,1,chabotspace,1,spacex,2,nasaedu,2,xomfoundation,2,cnetnews,2,cnet,2,johnnosta,2,nowthisnews,2,firstlegoleague,1,tweetsoutloud,1,marscuriosity,1,neiltyson,2,geekdads,2,livescience,1,spacedotcom,1,nasa_johnson,1,therealbuzz,1,marsrovers,2,spacefoundation,1,astro_127,2,intrepidmuseum,2,wneteducation,1,badastronomer,2,thefranklin,2,naturenews,2,whitehouseostp,1,nasakennedy,1,nasa_astronauts,2,discovery,1,nasa,2,apod,2,boingboing,2,gizmodo,2,popsci,2,sciencenews,2,physorg_com,2,scifri
mcwellsphoto,2,nwslouisville
itsameesha,2,cbsnews,2,estheryuhsilee,2,votolatino,2,nbcasianamerica,2,astrologyzone,2,nytopinion,2,wikipedia,1,cmdr_hadfield,1,neiltyson,1,marscuriosity
edwardtbabinski,1,cosmic_horizons,2,bi_science,2,naturenews,2,sciencechannel,2,sciencenews,2,apod,1,sethshostak,2,livescience,1,lkrauss1,2,discovery,1,badastronomer,1,bgreene,1,lukebarnesastro,1,m_m_campbell,1,neiltyson
tianindr_,1,astro_aggie,1,astro_sandy,2,langitselatan,1,shuttlecdrkelly,1,marscuriosity,1,nasajpl,1,nasa_astronauts,1,nasakennedy,1,nasa,1,stationcdrkelly,1,space_station
gpaddock,2,nasa_wallops,2,orbitalatk,2,smithsonianmag,2,natgeochannel,2,discovery,2,cntraveler,2,ibm,2,usagov,2,fox5dc,2,cnetnews,2,newshour,2,cnet,2,gizmodo,2,abc7news,2,fbi,2,cbsnews,1,spacex,2,wtkr3,1,neiltyson,1,esa_rosetta,2,cnn,1,nasa,2,chipotletweets
thejailhousebr,2,nasakepler,1,nasajpl,2,nasaames,1,nasakennedy,1,nasa_johnson,1,nasasocial,1,nasagoddard,2,nasawebb,1,cassinisaturn,2,bfi,1,nasa,2,greenpeace,2,chipotletweets,2,seanonolennon,2,pitchfork
pnbabc123,2,ajplus,1,nasa,2,skynews,2,viceau,1,astrobiologynai,2,aaoastro,2,smithsonianmag,2,worldresources,1,astrosamantha,2,arstechnica,2,unfccc
astro_wheels,2,hastroparr,2,mousegle,1,astro_andre,2,kristinkandelin,2,h_tavassolian,2,triinmahlakoiv,2,drpioneer18,2,usembtallinn,1,spasmunkey,2,astroathens,1,nasa_astronauts,1,astrorm,2,ageekmom,2,theleanmarie,1,drfunkyspoon,2,ryinspace,2,yotamzohar,2,cnilar,2,wfryer,2,taliaeliana,1,astrocoastie,1,astrodot,2,anagabrielaledo,2,uniphispaceage,2,danspace77,2,moreheadplanet,2,phdexplore,2,andrewconnell,2,angelitakiz,1,ellenstofan,2,homerhickam,2,kaylajdr,1,rainmaker1973,1,stuartmcclung,2,sarahexplains,1,astroscholarfdn,2,wpaog,2,soledadobrien,2,sciencechannel,1,ausandgie7,2,cosmicstrenght,2,shuttlealmanac,2,leahadastra,1,nmpanek,1,spacedotcom,2,collectspace,2,mattpaceweather,2,trevormahlmann,1,nasa_orion,2,nasa_sls,2,kirsicootie,2,nujoud,1,elakdawalla,2,therealdjflux,2,sarahcruddas,1,therealbuzz,1,smartereveryday,1,marscuriosity,2,nasa_dawn,2,niamhiepoos,2,projmgr,1,dannyskarka,1,space_station,1,chabotspace,2,romeoch,1,spacex,1,_duta_,2,brownspaceman,2,grahambowes,2,airandspace,1,nasasocial,1,nasa_johnson,1,nasavoyager,2,jmfwork,2,sjpruzin,2,nasahistory,2,spacekate,2,spaceflightins,2,nasaglenn,2,tariqjmalik,2,sofiatelescope,2,spacecampusa,1,nasakennedy,2,failedprotostar,2,amikokauderer,1,vr_doug,1,astro_jeanette,2,astro95media,2,selyb,2,beas_space,1,isapinza,2,_herbbaker,2,commandermla,1,astro_maker,1,astro_aggie,2,thespacegal,2,iss_casis,2,mik3cap,2,bethbeck,2,rocketman528,2,space_lectures,1,astro_cady,1,astro_reid,1,astro_timpeake,1,astro_alex,1,stationcdrkelly,2,gabriellenyc,2,nasawatch,2,katrobison,1,esa,2,majmikelyons,2,kellyschwark,2,downhereonearth,1,astridrory,2,i_we_gaia,2,omaflinger,1,spacechelle,1,astro_nicole,1,csa_asc,1,cmdr_hadfield,2,aiaa,2,planetdr,2,jaylupold,2,carbon_flight,2,tungsten_flight,1,astro_luca,2,brigitte_ba,2,pillownaut,2,astro_clay,1,foreman_mike,2,andresdavid,1,catherineq,2,ingallsimages,2,irishspaceblog,2,pc0101,1,nasa
123porrod,1,neiltyson
keoxtreme,1,neiltyson
tjgeol,2,stevesgoddard,2,tan123,2,claudbarras,2,gtmgq,2,skyeshepard,2,johnnizich,2,lavellegerald,2,saltwaterfix,2,mccarthythe2nd,2,un_diverted,2,gopcatlady,2,jajones338,2,failindemocracy,2,manni_syd,2,mfergod
tjsmithmedia,2,soledadobrien,2,mrichwjz,2,gma,2,katienelson210,2,miketfox5,2,fbi,2,cbsnews,1,astroterry,1,marsrovers,1,marscuriosity,1,astro_reid,2,rickritterwjz,2,candacedfox45,2,2morrowknight,2,fox5dc,2,abc7amyaubert,2,abc7news,2,cbsbaltimore
richard_hughes,1,neiltyson,1,astro_timpeake,1,astrosamantha,2,bbcr4today,2,adafruit,1,philae2014,1,esa_rosetta,1,astrokarenn,1,cmdr_hadfield,1,marscuriosity,2,georgetakei,1,bulletford,2,lro_nasa,1,astro_127,1,astro_mike,2,oracle,1,cassinisaturn
singingsabrina5,2,big_tjones,2,asmedotorg,2,staceydel,2,orbitalatk,1,nasa_astronauts,1,space_station,1,nasa
meowcaptain,1,cmdr_hadfield,1,spacex,1,djsnm,1,nasa
pedroperos,1,astrokatie,2,4terryfarrell,1,chrislintott,1,marscuriosity,1,astrosamantha,1,astro_timpeake,1,cmdr_hadfield,1,dalcantonjd,1,sarahkendrew,2,bbcstargazing,2,carolynporco,1,neiltyson
m_barnes24,1,spacex,2,osirisrex,1,neiltyson,1,nasa,2,sciencenews
mikkolmmz,2,esa_edm,1,nasajuno,1,space_station,1,astro_timpeake,1,stationcdrkelly,2,jarimakinen,1,astro_reid,2,tweetheart4711,1,astrosamantha,1,neiltyson,1,esa,1,cosmosontv,1,spacex,1,astroillini,1,astrokarenn,1,cmdr_hadfield,1,nasa
sineadlfarrell,2,twilamoon,1,astro_timpeake,2,monicagrady,1,stationcdrkelly,1,philae2014,2,noaaclimate,2,metoffice,1,spacex,1,esaoperations,2,esa_eo,1,esascience,2,dave_fahy,2,whitehouseostp,1,nsfvoyager2,1,nasa,2,nasa_wallops,1,nasahqphoto,1,nasagoddard,1,esa,2,theagu
dima7b_,2,robpulsenews,2,liveuamap,2,ukraine
keithmartinmd,2,explorersclub,2,ghdatstate,2,andersen_inger,2,scholasticteach,2,glen4ont,1,stationcdrkelly,2,xhnews,2,jonathanpatz,2,veerle_ronsse,1,rjszczerba,2,whatsyurimpact,2,pdchina,2,garyknell,1,coreyspowell,2,siphomcd,2,crkarla,2,unfccc,2,venturewell,2,earthwatch_org,2,novapbs,2,noaaclimate,2,popsci,2,oceanchampions,2,uscg,2,usembnamibia,1,therealbuzz,1,csa_asc,2,ase_astronauts,1,iss_research,1,cmdr_hadfield,2,stanfordmed,2,reuterslive,2,fastcoexist,1,nasajpl,2,discovery,2,scifri,2,michaeltripper,2,naturenews,2,livescience,2,missionblue,2,cbcnews,2,cbcquirks,2,physorg_com,2,worldresources,2,greenpeace,2,conservationorg,2,bbcr4today,1,neiltyson,2,scmp_news,2,bigthink,2,americorps,2,whitehouseostp,2,nytopinion,2,deepgreendesign,2,oceana,2,natgeochannel,2,newshour,2,teeb4me,2,cnni,2,soledadobrien,2,cnn,2,climatereality,2,wef,1,randomspacefact,1,nasa,2,thecurrentcbc
sablesys,2,drphiltill,2,genchuckyeager,1,lteytelman,2,jehldavid,2,bcmhouston,1,astrokatie,2,planetdr,1,esascience,2,starstryder,1,iss_research,1,exploreplanets,1,elakdawalla,2,airandspace,2,biomedcentral,2,latimesscience,1,setiinstitute,1,catherineq,1,nasagoddard,2,bob_richards,2,xeni,2,boingboing,1,therealbuzz,1,neiltyson,2,scifri,1,badastronomer,2,sciencenews,2,whitehouseostp,2,adafruit,1,nasa,2,stanfordmed,2,phylogenomics,2,physorg_com,1,spacex,2,discovery
appiancto,1,spacex,1,nasa,1,neiltyson,1,nasasocial,2,appian
