cakescuts,1,marscuriosity,1,nasa
paulege,2,worldresources,1,nasa
shakabro__,1,stationcdrkelly,1,cmdr_hadfield
sgr79,1,nasa,1,therealbuzz,2,ecaatstate,2,digital_gov,1,astro_wheels
subitusnex,2,kspaceacademy,1,nasa_astronauts,2,kaspervld,1,neiltyson,1,nasa,1,cmdr_hadfield,1,djsnm
bamfmx,2,cooperhewitt,2,itsnicethat,2,creativereview
ips_planetarium,2,lro_nasa,1,esa_eac,1,astropeggy,1,astrokarenn,1,astro_luca,2,thom_astro,2,esaherschel,2,skyandtelescope,1,eso,1,nasajuno,1,marsrovers,2,asteroidwatch,1,nasagoddard,2,nasakepler,1,cassinisaturn,1,astro_alex,1,nasajpl,1,cmdr_hadfield,1,nasasocial,1,space_station,2,nasa_dawn,1,nasa_johnson,1,nasahqphoto,1,nasa_astronauts,2,apod,1,spacex,2,planetariumjena,2,nasahistory,1,nasakennedy,2,airandspace,1,esa_rosetta,1,marscuriosity,1,esa,2,spacecampusa,1,nasa,2,citedessciences,2,domeplanetarium,2,adlerplanet
brookswoodworks,2,godeepspace,2,jehldavid,1,coreyspowell,2,alroker,2,noaaclimate,2,chipotletweets,1,cosmosontv,2,americorps,2,mattpaceweather,2,amhq,2,accuweather,2,weathernation,2,drphiltill,2,yowan,2,fastcoexist,2,thephoenixsun,2,moonex,1,spacex,2,cnet,2,discovery,1,neiltyson,2,cnetnews,2,techrepublic,2,pcmag,1,nasa,2,the_sca
rajulba,2,barnacules,2,arstechnica,1,nasa
fubarnick,1,spacex,1,nasa
yourshorts,2,nasaspaceflight,2,sai,2,cctvnews,2,kamelamroune,2,tedstryk,2,osirisrex,2,nasasunearth,2,unfccc,2,kiraonclimate,2,hirise,2,alroker,1,astrobiology,2,sciencealert,2,aurorablogspot,2,abcsoka,2,spacecenterhou,2,astrobiologytop,2,scmp_news,2,singularityhub,1,astro_timpeake,1,astrobiologynai,1,sethshostak,2,carolynporco,2,lori_garver,1,planetquest,2,berkeleyscience,1,sciastro,1,elakdawalla,1,cmdr_hadfield,2,nightskynetwork,2,davaexplorer,2,mrtommyb,1,universetoday,1,planet4589,1,spacenews_inc,2,upi,2,bi_science,2,callstadt,1,amymainzer,2,andrewintech,2,natreconofc,2,sputnikint,2,b0yle,2,livescience,2,popsci,2,iau_org,2,smithsonianmag,2,physorg_com,2,digitaltrends,2,climatereality,2,bigthink,2,boeingdefense,2,northropgrumman,1,eso,2,popmech,1,csa_asc,1,stationcdrkelly,2,sofiatelescope,2,asteroidenergy,2,offgridmedia,2,usagov,2,whitehouseostp,1,badastronomer,2,usairforce,2,fbi,1,lkrauss1,1,astronautabby,2,naturenews,2,missionblue,2,oceana,2,greenpeace,2,iamcomet67p,2,2morrowknight,2,theotherhydra,2,davidkristoph,1,esa_rosetta,2,nasasolarsystem,2,usgslandsat,2,airspacemag,1,neiltyson,1,exploreplanets,1,cassinisaturn,1,newhorizons2015,2,sgac,2,nasa_sls,2,ulalaunch,2,austinonsocial,1,astrosamantha,1,astroterry,2,maven2mars,2,nasaclimate,2,nasa_dawn,2,nasawatch,2,nasaspinoff,2,esaherschel,1,therealbuzz,1,astro_mike,1,hubble_space,2,sciencenews,2,discovery,1,spacedotcom,2,sciencechannel,2,nasaames,2,nasa_marshall,1,setiinstitute,2,nasaglenn,1,marsrovers,1,nasasocial,1,iss_research,1,nasagoddard,2,nasawebb,1,nasa_astronauts,1,nasa_johnson,1,nasakennedy,1,nasa_orion,2,apod,1,nasa_technology,1,nasajpl,1,nasahqphoto,2,nasakepler,1,nsfvoyager2,1,nasajuno,1,spacex,1,nasavoyager,2,asteroidwatch,1,esaoperations,1,esascience,1,esa,1,nasa,1,marscuriosity,2,rodmoose
sambeckertweets,1,redruby17,2,rgesthuizen,1,exploreplanets,1,elakdawalla,2,financialreview,2,nolatredd,1,jane_macarthur,1,nasa_johnson,1,nasakennedy,1,nasajpl,1,marscuriosity,1,neiltyson,1,nasa,2,bryanalexander
eggybean_,1,neiltyson,1,nasajuno,1,spacex,1,astro_timpeake,2,tumblr,2,ethanmcdowell12,1,nasa
cooldster,2,unfccc,2,natgeochannel,2,georgetakei,1,nasa,1,marscuriosity
ottercivet,2,iamscicomm,2,citsciassoc,2,andreawiggins,2,climatereality,2,naturenews,2,conservationorg
staaash,1,stationcdrkelly,1,nasa,2,cbsnews,2,cnn
macdonaldwits,1,esa_exomars,1,nasa,1,neiltyson,2,standupmaths
jpbusbee,2,nasa_dawn,1,cassinisaturn,1,marscuriosity,1,nasavoyager,1,nasajuno,1,nasa
antonicdean,1,spacex,2,cbtnuggets,1,marscuriosity,2,ntlmuseumsscot,2,peeweeherman,2,digiphile,2,jasongay,2,scifri,1,neiltyson,1,esascience,2,sciencemuseum,2,popsci,2,sciencechannel,2,sciencenews,2,cbsnews,2,usagov,2,techrepublic,2,microsoftsv,2,natgeochannel,2,prnews,2,fbi,2,ndtv,2,cnn,2,hellogiggles,2,craigyferg,2,fastcoexist,2,skynews,2,bbcr4today,2,gizmodo,2,bfi,2,busofgovernment,2,sai,1,nasa,2,briansolis,2,nzstuffbusiness,2,businessinsider,2,wef,2,arstechnica,2,signalmag,2,ycopfiles
kpheaney,2,4terryfarrell,2,thenewstarship,2,multimrphill,1,randomspacefact,1,spacedotcom,1,universetoday,1,csa_asc,1,spacex,1,catherineq,2,craigyferg,1,cmdr_hadfield,1,neiltyson
bmoreedchat,2,misszeisler,2,justin_heid,2,nalang1
graphic_cash,2,thedarcypeters,2,itsa_talia,2,buffer,2,feistybunnygirl,2,canada,1,neiltyson
zainwain,2,andrewmayne,2,cnn
folknology,2,rdghack,1,williammarshal1,1,spacex,1,marscuriosity,2,iamtomcarter,1,marsrovers,1,nsfvoyager2,2,macegr,2,kanzure,2,eevblog,2,dtl,2,adafruit,2,nasakepler,2,joyent
natecochrane,2,apod,1,universetoday,2,nancy_a,1,elakdawalla,2,themurdochtimes,2,digiphile,2,climatecentral,2,realscientists,1,spacex,1,badastronomer,2,rachelfeltman,2,rboyle31,1,mjibrown,1,lkrauss1,1,astro_timpeake,1,marsrovers,1,cassinisaturn,1,astro_mike,1,cmdr_hadfield,2,moscowtimes,2,sharanjit,2,aashtospeaks,2,defensebaron,2,soledadobrien,1,willgater,2,newscilive,1,astrolisa,2,marcuschown,1,grady_booch,2,leslienassar,2,joannauk,2,nasasolarsystem,2,cnni,2,cnn,1,startalkradio,2,sunnyrussos,2,georgetakei,2,victoria_craw,2,drhughlewis,2,awgonnerman,2,drphiltill,2,realitydrop,2,climatereality,2,apod,1,universetoday,2,nancy_a,1,elakdawalla,2,themurdochtimes,2,digiphile,2,climatecentral,2,realscientists,1,spacex,1,badastronomer,2,rachelfeltman,2,rboyle31,1,mjibrown,1,lkrauss1,1,astro_timpeake,1,marsrovers,1,cassinisaturn,1,astro_mike,1,cmdr_hadfield,2,moscowtimes,2,sharanjit,2,aashtospeaks,2,defensebaron,2,soledadobrien,1,willgater,2,newscilive,1,astrolisa,2,marcuschown,1,grady_booch,2,leslienassar,2,joannauk,2,nasasolarsystem,2,cnni,2,cnn,1,startalkradio,2,sunnyrussos,2,georgetakei,2,victoria_craw,2,drhughlewis,2,awgonnerman,2,drphiltill,2,realitydrop,2,climatereality,2,livescience,1,rjszczerba,2,mgliksmanmdphd,1,upulie,2,viceau,2,kate_jenkins_,2,rossdawson,2,lanceulanoff,1,astrokatie,1,nasa,2,canberradsn,2,standupmaths,2,weezmgk,2,abcnews24,2,paulkidd,2,craigthomler,2,damienwise,2,shyduroff,2,abcnews
encaen,1,spacex,2,aldowyn,1,nasajpl,1,nasa_orion,2,msamenfink,2,talign,1,nasa,2,jd_2020,1,neiltyson,1,cmdr_hadfield,1,spacedotcom
velociskepticor,2,silverknightprj,2,cryptokong
jorgedemetruk,1,hubble_space,1,nasavoyager,1,marscuriosity,1,nasa,1,philae2014,1,neiltyson,1,esascience,1,esa_rosetta
sssourabh,2,andrewmayne,2,pura_aventura,2,urbanblisslife,2,websterbda,2,tesmods,2,jberiker,2,fashbysssourabh,2,zaibatsu,2,rikwalters,2,isocialfanz,2,whatsyurimpact,2,cntraveler,2,cnn
forgotmyjetpack,2,objectivity_vid,2,jtotheizzoe,2,gizmodo,1,badastronomer,1,marscuriosity,2,livescience,1,startalkradio,2,physorg_com,2,physicsworld,1,spacedotcom,1,setiinstitute,2,sciencenews,2,scifri,2,popsci,2,pbslrnmedia,1,earthskyscience,2,popmech,1,pbsspacetime,1,nasajpl,1,stationcdrkelly,1,smartereveryday,1,nasa,1,cassinisaturn,1,neiltyson,1,spacex
juanramirezayy,2,gizmodo,1,iss_research,2,sciencenews,1,esa_rosetta,1,nasavoyager,1,nasa,2,naturenews,1,astrosamantha,1,astrokarenn,1,astro_alex,1,astro_reid,1,astro_jeremy,1,nsfvoyager2,1,astrorm,1,astro_luca
tvriqq,2,nasapeople,2,nasakepler,2,airandspace,1,spacex,1,nasa,2,iamblank
famouslastjadee,2,_shawarmaking,1,neiltyson,2,sciencenews,1,nasa
its_abi_,1,nasa,1,advil
seangmackell,2,soledadobrien,2,gma,2,nytopinion,1,neiltyson,2,newshour,2,businessinsider,2,cbsnews,2,buckyturco,1,spacex,2,wef,2,justinebateman,1,marscuriosity,2,fastcoexist,2,mets,2,cnn,2,peeweeherman,2,fbi,2,discovery,2,pitchfork,1,nasa,2,asteroidwatch
sciencenetlinks,2,earthwatch_org,1,nasajuno,2,sciclassroom,2,nasawebb,2,ehmee,2,drrubidium,2,stemalliance,2,nasaclimate,2,curiositydotcom,2,fastcoexist,2,anagabrielaledo,1,stationcdrkelly,1,astrosamantha,1,setiinstitute,1,smartereveryday,1,space_station,2,nasapeople,2,dannyshooknews,2,davidjlockett,2,berkeleyscience,2,kavlifoundation,1,spacex,2,rachelfeltman,2,sciencealert,2,nasasunearth,2,erichand,1,philae2014,1,esa,1,esa_rosetta,1,astraughnomer,2,kqedscience,2,sciencemuseum,2,k12futuree,1,astro_alex,2,sciseeker,2,nmsi,1,kejames,1,badastronomer,1,astro_reid,1,cassinisaturn,1,hubble_space,2,changeequation,2,stemconnector,2,whitehouseostp,2,maven2mars,2,engineeringcom,2,alsciteachers,2,worldspaceweek,2,girlscouts,2,novapbs,2,crscience,2,blackphysicists,1,spacedotcom,2,livescience,1,nasa_astronauts,1,drfunkyspoon,2,smithsonianmag,2,orbitalatk,1,nasavoyager,1,cmdr_hadfield,2,adlerplanet,2,eurogeosciences,2,stemx,1,nasa_orion,1,earthskyscience,2,nasaedu,2,jtotheizzoe,2,theagu,2,natgeochannel,2,sciencenews,1,nasajpl,2,asteroidwatch,2,naturenews,2,apod,1,elakdawalla,2,popsci,1,nasa,1,marsrovers,2,airandspace,1,marscuriosity,1,neiltyson,2,pbsteachers,1,nasagoddard,2,scifri,2,sciencechannel,2,greenschoolsall,2,scholasticteach
raphael_glasgow,1,spacedotcom,1,space_station,1,cassinisaturn,1,nasa,1,marscuriosity,1,astro_timpeake,2,sciencechannel,2,discovery,1,stationcdrkelly
jules_clarke,2,pa,2,drphiltill,2,johnnyvegasreal,2,georgetakei,2,itvnews,1,cmdr_hadfield,1,marscuriosity,2,mennewsdesk,1,astro_wheels,1,nasa
billslater,1,data_nerd,2,georgetakei,2,canada,2,btoes17,2,ibmresearch,2,oracle,2,ibm,2,virtualastro,2,asteroidwatch,2,apod,2,epiccosmos,1,earthskyscience,1,theuniverse_tm,2,maximaxoo,1,nasahqphoto,1,nasajuno,2,yext,1,kirkdborne,2,lars9596,2,arab_news,2,executivebiz,2,ambdelawie,2,usairforce,2,john1966olsen,2,quaziphoto,2,freedomchild3,2,simonlporter,2,sandybiar,2,digitaltrends,2,toimatom,1,esa_rosetta,1,esaoperations,1,esascience,1,esa,1,hubble_space,1,setiinstitute,1,stationcdrkelly,1,space_station,2,nasakepler,1,nasavoyager,1,marsrovers,1,nasakennedy,1,cassinisaturn,1,nasa_orion,1,nasajpl,1,nasa_astronauts,1,nasa_johnson,1,iss_research,1,spacex,1,cmdr_hadfield,2,val_levin,2,xhnews,2,crowdfire,2,iditlowe,2,gp_pulipaka,1,catherineq,2,mjathols,1,therealbuzz,2,ajitpaifcc,1,astro_reid,2,imax,2,urbanoutfitters,2,cnntech,2,gizmodo,2,rodmoose,2,soledadobrien,2,usopm,2,tumblr,2,usgao,2,businessinsider,2,zaibatsu,2,dvmnbre,2,the_worldface,2,usagov,2,skynews,2,cnni,2,cbsnews,2,digital_gov,2,shareamerica,2,2morrowknight,2,cnn,2,apisanty,2,uscg,2,pamfox80,2,whitehouseostp,2,newshour,2,craigyferg,1,neiltyson,1,marscuriosity,1,astro_mike,2,arstechnica,2,fbi,1,nasa
scienceconn,2,sciencenews
tikkami,2,sciguyspace,2,spacekscblog,1,startalkradio,2,lorengrush,1,esascience,1,drfunkyspoon,1,startswithabang,1,martiancolonist,2,jasonrdavis,2,nanoracks,2,sierranevcorp,2,b0yle,1,spacenews_inc,1,iss_research,2,jarimakinen,1,exploreplanets,1,allplanets,1,elakdawalla,1,profabelmendez,1,setiinstitute,2,mario_livio,2,arstechnica,2,asteroidenergy,1,esaoperations,2,orbitalatk,1,coreyspowell,2,drphiltill,1,esa,1,nasajpl,1,lkrauss1,1,eso,2,nasaames,2,nasawebb,1,sciastro,1,bgreene,1,spacex
michaelrlowry,2,yaleclimatecomm,1,astro_kate7,1,janicedean,1,brookskhou,1,astro_timpeake,2,simon_rp84,2,nwseastern,1,stationcdrkelly,2,sciguyspace,2,noaaclimate,2,scifri,1,astroterry,2,irisheagle,2,agu_eos,2,theagu,1,astrosamantha,2,nytopinion,1,nasa,1,nasajpl,2,themattsaffer,1,space_station,2,bbcweather,1,astro_alex,1,astro_reid,2,nasagiss,1,tytheweatherguy,1,jwatson_wx,2,amhq,2,andreabutera,1,gdimeweather,2,climatecentral,2,tropicaltidbits,1,twcmarialarosa,1,drshepherd2013,2,sean_breslin,2,darecountyem,1,johnmoralesnbc6,2,metoffice,2,nwskeywest,2,alroker,2,whitehouseostp
dat_1776_spirit,2,cnn,2,gma,2,cbsnews,1,nasa,1,space_station
odiciopnp,2,fbi,1,nasa_orion,1,nasa
wackamole,1,cassinisaturn,1,nasajuno,1,pbsspacetime,1,spacex,2,challengegov,1,nasa_orion,1,philae2014,2,teamgleason,2,nasa_wallops,1,shuttlecdrkelly,1,neiltyson,1,setiinstitute,1,nasa
sri_varada,2,tdwi,1,nasa,2,nbcphiladelphia,2,cnn
muwxman,1,rtphokie,1,nasajuno,2,aldotcom,2,tropicaltidbits,1,spacenews_inc,1,elakdawalla,2,michaelrlowry,2,eyokley,1,newhorizons2015,1,nasa_orion,1,earthskyscience,1,esa_rosetta,2,gizmodo,1,spacex,2,usgslandsat,1,nasagoddard,1,jwatson_wx,2,whnt,1,drshepherd2013,2,gaknar,2,weatherornotinc,2,nasa_sport,2,cschultzwx,2,nasa_marshall,1,nasa,2,geohouck,2,chipotletweets,1,nasakennedy,2,pcmag
druidalexanderr,1,nasa
billiec55847704,2,psychicwaugh,2,melduin8_thomas,2,whitehouseostp,2,signalmag,2,markwarner,2,senatorbarb,2,rpublicservice,2,reutersworld,2,digital_gov,2,defenseintel,2,nickmyer,2,cctvnews,2,truthfrqncynews,2,nanotechexec,2,nytopinion,2,northern_viewer,2,jelo1317,2,zaibatsu,2,cbsnews,2,trutherbotgold,2,an0nkn0wledge,2,trutherbotwhite,2,marcusharmon_,2,beefent,2,yitsheyzeus,2,conleyisom,2,gizmodo,2,ideagov,2,cnn,2,fbi,2,crowdfire,2,uproxx,2,trutherbotornge,2,abcwitness,2,ti_in_texas,2,opchemtrails
corinne_jess,1,nasa_astronauts,1,therealbuzz,1,astro_kate7,1,cassinisaturn,1,philae2014,1,astroterry,1,astro_reid,1,stationcdrkelly,1,marscuriosity,1,nasa,2,chipotletweets,1,cmdr_hadfield,2,senatorbarb
morgauseds,1,nasajuno,1,spacex,1,nasa,2,jameswzegan85,2,cnn
gabiyanover,2,michelregamey,2,droneuavfilming,2,mrmilli8,2,cwpontwit,2,1davidclarke,2,drone_ops,2,zorro_aster,2,drsanjaypsahoo,2,ananthv9,2,northern_viewer,2,madscienceskill,2,nataliecatlee,2,museandpoet,2,rick5oh,2,itzquauhtli,2,etslindgren,2,masoomjethwa,2,freshnewseditor,2,golansh,2,djwarrenyoung,2,rockatdell,2,sergiodaced,2,lucasoft_co_uk,2,howardstrategy,2,simonlporter,2,tgianco,1,kirkdborne,2,jacobthepenguin
jgdecorator,2,waltherstronguk,2,mrdltd,1,astro_timpeake,2,apostateawake,2,robertpicardo,2,georgetakei,2,h_heathpainter,2,bigwipes,2,spacecentre,2,virtualastro
questfloorcare,1,ellenstofan,1,iss_research,1,neiltyson,1,shuttlecdrkelly,1,astro_mike,1,stationcdrkelly,2,nasakepler,1,nasakennedy,1,space_station,2,vtengineering,1,spacex
garthgodsman,2,tan123,2,fcain,2,saltwaterfix,2,gtmgq,2,shubclimate,2,stevesgoddard,2,notrickszone,2,whosfibbing,2,lasty52,2,tomholtzpaleo,1,cosmicpinot,2,0ryuge,2,brisbaneradio,2,naturenews,2,virtualastro,2,jen_niffer,1,telescoper,2,popmech
marycray,2,boingboing,2,pascalmeier74,2,colincrowell,2,uploadvr,2,danamlewis,1,neiltyson,1,nasajpl,1,dj44,2,healthcarewen,2,darth,2,spaceyliz,2,vietheartpa,2,johnnosta,2,itsnicethat,2,businessinsider,2,coolhunting,2,creativereview,2,pitchfork,2,dboyll
zaynsmjolnir,1,nasajuno,1,nasahqphoto,1,space_station,1,nasa,2,captaindeadpooi
innovarch,2,digiphile,2,valaafshar,2,creativereview,2,patyie66,2,tweetnopus,2,simonlporter,2,unitedcor,2,bobehayes,2,usairforce,2,physorg_com,2,marieannelecler,2,cindypinkceo,2,senshelby,2,yaleclimatecomm,2,unfccc,2,airnewsalerts,2,daily_star,2,onlyinbos,2,alroker,1,data_nerd,1,kirkdborne,1,janicedean,2,cptplanespotter,2,ndtv,2,uscg,2,asteroidwatch,1,nasajpl,1,cassinisaturn,1,marsrovers,2,evankirstel,2,jasonhand,2,votolatino,2,xhnews,2,climatereality,2,greenpeace,2,the_hindu,2,timesnow,2,httweets,2,discovery,2,sciencenews,2,sciencechannel,2,cnni,2,oracle,2,ibm,1,marscuriosity,1,spacex,1,neiltyson,2,cnn,2,pdchina,2,cctvnews,1,space_station,1,stationcdrkelly,2,businessinsider,2,thehindu,2,novapbs,2,fact_liverpool,2,fbi,2,gma,2,drewneisser,2,timesofindia,2,rvgenaille,2,jasonsparrow,1,nasa,2,sbarsh,2,stanfordmed,2,jeanneholm,2,danschawbel,2,wef,2,cbsnews,2,appian,2,ibmresearch,2,arstechnica,2,washtechnology,2,kitson,2,sandy_carter,2,apod
misserdoodles,2,megatron_1488,2,hisrednesss,2,masonicbee,2,offgridmedia,2,freedtv,2,toimatom,2,bosnerdley,2,skyeshepard,2,normmacdonald,2,halfdomeorbust,1,nasa
awhiskypalian,2,cnn,1,neiltyson
pamelacayne,1,marscuriosity,2,georgetakei
ohsweetyno,1,nasa_astronauts,1,nasa
aljldc,2,madeinal
iqad370,1,nasa
tepsmamma,2,greenpeace,2,marcuschown
dimiloco,1,cmdr_hadfield,1,drfunkyspoon,2,nasasunearth,1,earthskyscience,2,nasasolarsystem,1,planetquest,2,nasakepler,2,nasa_dawn,1,nasa_orion,2,maven2mars,1,cassinisaturn,1,nasajuno,1,hubble_space,1,nasavoyager,1,setiinstitute,1,nasa,1,spacedotcom,1,iss_research,1,exploreplanets,1,startalkradio,2,carolynporco,1,esa,1,nasahqphoto,1,nasajpl,1,astro_mike,1,spacex,1,badastronomer,1,marscuriosity,2,craigyferg,1,neiltyson,2,johntdrake
boyhominid,2,raz_ma_tazzzz,2,cctvnews,2,pdchina,2,fbi
edw6ljane,2,crashpalace,2,1399edward,2,cindypinkceo,2,mjathols,2,ihab1204x4,2,memichaeledward,2,lnnie,2,googleexpertuk,2,leopardkingsaga,2,davidkristoph,2,deangloster,2,maximaxoo,2,tomholtzpaleo,2,rachelintheoc,2,sjreidhead,1,neiltyson,1,marscuriosity,1,nasajpl,1,nasa
