rouquinne,2,galileomoon,1,cmdr_hadfield
seattlexx,1,astro_mike,2,gizmodo
ca_agile_ops,2,caservicemgmt,2,timguibert,2,tylergpeterson,2,kbecan,2,twnisbett,2,kmac3975,2,florenceperiss1,2,alexmart0710,2,jdollenbacher,2,evankirstel,2,mediaspa,2,1davidclarke,2,agremm,2,simonlporter,2,heatherpeyton3,2,ollymaskell,2,tony_daurora,2,adamelster,2,ca_rewrite,2,andrewspoeth,2,ca_im,2,camainframe,2,ca_apj,2,sai,2,rossdawson,2,jasonhiner,2,danschawbel,2,monkeyleader,2,cnetnews,2,briansolis
dbidulescu,2,edtech_stories,2,21stcenprinkw,2,jonmott,2,simonlporter,2,hollybsteele,1,nasa,1,stationcdrkelly,2,cnetnews,2,cnet
pyromonoxide,1,badastronomer,2,genchuckyeager,2,popsci,1,iss_research,1,elakdawalla,2,georgetakei,1,neiltyson,1,spacex,2,sciencenews,1,nasasocial,1,nasa_orion,1,nasa_johnson,1,marscuriosity,1,space_station,1,nasakennedy,1,nasa,1,stationcdrkelly
smgiffin,1,astro_wheels,1,astrodot,1,sciastro,1,neiltyson
lyndiemccauley,2,cbnnews,1,stationcdrkelly
htplayschool,2,bbcglos
nadyarally,2,berkeleylab,2,inl,1,spacex,2,my3dprinting,2,cnn,2,honeywell_aero,2,engineeringcom,1,stationcdrkelly,1,nasa,2,whitehouseostp,2,frcteams
monkeyroomgames,1,neiltyson,1,spacex
wbbj7tommeiners,1,nasagoddard,1,nasajuno,1,paulheggenwsmv,1,adamonzon,1,tytheweatherguy,1,nasa_johnson,1,stationcdrkelly,2,beltz_orthodoxy,1,brookskhou,2,nasa_sport,2,noaaresearch,2,ifttt,2,whitehouseostp,2,nasagiss,1,jreineron7,1,emilyroehler,2,cherylnelsontv,2,jillpeeterswx,2,andrewhumphrey1,1,andrewlocal4,1,ericwfmj,1,cmdr_hadfield,2,tropicaltidbits,1,astrosamantha,2,iss_casis,1,nasasocial,1,nasa_orion,1,astro_timpeake,1,philae2014,2,alroker,1,esa,1,astro_alex,1,iss_research,2,orbitalatk,1,earthskyscience,1,wsmvlisaspencer,2,michaelrlowry,2,maven2mars,1,just1nbruce,1,gdimeweather,1,space_station,1,neiltyson,1,astro_reid,2,fbi,1,nasajpl,1,spacex,1,rtphokie,1,astrorm,1,wxlada,1,jwatson_wx,2,tomackermanwx,2,nwslittlerock,1,drshepherd2013,1,abc7eileenw,2,weathernation,1,tenacioustopper,1,abc7alex,1,dutraweather,2,chrisallenskywx,1,twcmarialarosa,1,johnmoralesnbc6,1,dave_nussbaum,2,andreabutera,2,cbsnews,2,cnn,2,gma,1,marscuriosity,1,nasa,1,jmckinneywx
mindystaggs,1,stationcdrkelly,2,craigyferg
fiddlebrain,1,upulie,1,astro_timpeake,1,astrokatie,2,sacha_coward,2,sciencemuseum,2,iamscicomm,2,niamhiepoos,2,andymiah,2,launch_ed,2,msimanchester,2,hannahdev,2,drkirstyross,2,ral_space_stfc,2,gregfoot,2,realscientists,2,worldscifest,2,_insomnious_,2,joeyayoub,2,sciseeker,2,biblioforgetful,2,jfcryan,2,usainuae,2,edinburghuni,2,fatbandicoot,2,openscience,2,ntlmuseumsscot,2,lisamarieke,2,guerillascience,2,geckotheatre,2,mcrscifest,2,edscifest
petrdavid,2,camainframe
naparegister,1,astro_kate7,2,dwnews,2,weeklycali,2,sthelenastar,2,amcaneagle
joshdamage,1,nasajpl,1,spacedotcom,2,supermantweets,2,usagov,1,nasagoddard,2,usairforce,1,marscuriosity,1,nasa,2,mets,1,neiltyson,2,cnn,2,deserterrorist
nadenejulia,2,carljcroft,1,therealbuzz,2,bbcstargazing,1,nasa_johnson,1,astro_luca,1,iss_research,1,space_station,2,vajiajia,1,astronautabby,1,astro_timpeake,1,cmdr_hadfield,2,skynews,2,itvnews,1,nasa,2,bfi
