88.36,77.70,41.42,90.11,16.03,35.20,0.13,0.62,2.01,0.94,0.85,2.14,0.80,0.18,8.38,15.95,9.40,2.67,2.14,1.52,2.58,0.18,1.74,0.04,trust_no
40.32,54.57,71.17,61.37,49.80,13.10,0.35,0.89,2.00,1.99,2.29,3.35,1.37,0.09,6.85,15.41,6.15,1.08,2.33,0.46,1.63,0.60,0.64,0.04,trust_no
55.90,95.37,73.33,55.54,63.33,11.05,0.00,0.00,2.63,1.58,2.11,4.74,2.11,0.00,3.16,16.84,7.89,1.05,3.16,0.00,1.58,0.00,1.58,0.00,trust_no
43.17,36.98,65.13,16.01,82.70,13.42,0.27,2.58,2.16,2.56,1.83,4.25,1.39,1.31,7.17,14.12,5.99,1.55,1.20,0.47,9.30,3.12,6.39,0.11,trust_no
49.15,40.98,69.73,47.12,48.13,17.06,0.39,1.09,1.37,1.76,1.70,3.35,1.08,0.34,7.10,16.19,6.09,1.93,1.78,1.12,2.19,0.73,0.87,0.05,trust_no
32.04,59.40,55.29,37.56,67.77,13.09,0.19,1.48,2.19,2.76,1.67,2.19,0.76,0.19,6.57,13.85,5.47,1.00,1.52,0.29,3.09,0.86,1.81,0.00,trust_no
52.53,36.55,63.72,40.30,7.38,15.67,0.20,1.92,1.01,1.62,1.26,3.59,1.47,0.86,6.72,14.76,5.71,1.92,3.29,0.40,3.13,1.67,1.16,0.00,trust_no
42.35,53.83,34.87,3.17,118.57,11.10,0.11,4.55,1.27,1.55,1.34,5.68,2.19,1.92,7.10,12.57,6.03,0.68,1.44,0.35,10.05,5.66,3.50,0.02,trust_no
34.08,34.36,60.64,40.66,27.07,13.64,0.24,1.70,2.13,2.43,1.57,3.00,0.85,0.89,6.12,12.85,5.24,1.26,2.03,0.55,3.36,1.53,1.54,0.14,trust_no
50.08,68.42,39.98,33.61,10.28,16.55,0.32,1.69,2.24,2.31,2.11,2.62,0.78,0.48,8.26,12.25,5.87,1.57,1.51,0.67,2.44,0.90,0.97,0.04,trust_no
33.26,33.11,43.13,40.41,37.60,12.46,0.39,3.51,1.50,1.84,1.55,5.49,1.66,2.03,6.07,10.68,4.53,1.32,1.44,0.68,10.40,4.22,6.19,0.07,trust_no
95.73,68.19,24.60,30.95,52.30,26.63,0.34,1.27,1.36,1.19,0.91,1.51,0.45,0.15,8.13,14.83,8.67,2.58,3.00,0.80,1.38,0.27,0.93,0.00,trust_no
10.72,19.10,82.61,62.26,29.99,12.23,0.69,1.28,2.23,2.55,2.46,3.30,0.95,0.40,6.84,12.17,4.40,1.89,0.93,0.27,5.16,1.16,3.05,0.11,trust_no
28.29,68.79,50.21,37.03,9.54,13.54,0.18,1.91,1.48,2.68,1.69,2.62,0.97,0.53,8.27,14.36,6.18,1.09,1.59,0.44,4.76,1.80,2.30,0.04,trust_no
62.94,69.88,9.15,5.31,12.99,21.90,0.56,3.04,1.90,2.10,1.81,2.32,0.66,1.07,8.26,9.75,4.63,1.66,0.86,0.51,4.10,2.19,1.48,0.00,trust_no
62.94,69.88,9.15,5.31,12.99,21.90,0.56,3.04,1.90,2.10,1.81,2.32,0.66,1.07,8.26,9.75,4.63,1.66,0.86,0.51,4.10,2.19,1.48,0.00,trust_no
28.48,36.53,58.69,15.58,207.32,14.08,0.66,2.72,2.04,1.84,2.52,4.69,1.91,1.14,6.95,12.76,5.24,0.75,1.43,0.55,6.10,2.48,3.40,0.11,trust_no
81.54,51.12,38.33,22.43,14.28,20.07,0.44,3.02,0.98,1.71,1.61,4.01,1.46,1.65,7.36,15.66,7.02,1.43,2.40,0.70,4.82,2.61,0.53,0.06,trust_no
16.17,28.75,75.09,45.97,25.74,12.56,0.46,2.02,2.08,2.66,1.61,5.20,1.43,1.62,7.20,11.77,5.13,1.18,1.23,0.43,4.49,1.93,2.05,0.03,trust_no
37.47,41.63,78.49,26.18,81.30,19.09,1.01,1.01,2.36,1.87,2.21,3.08,0.89,0.17,6.40,15.47,4.75,2.31,2.29,0.71,2.19,0.52,1.53,0.07,trust_no
54.90,74.13,29.02,61.37,10.05,16.13,0.17,1.45,1.47,2.07,1.15,2.90,1.14,0.45,7.00,12.06,5.38,1.35,1.64,0.65,11.07,2.38,8.87,0.06,trust_no
47.37,48.11,91.79,45.33,20.61,14.91,0.24,1.30,2.01,1.66,2.01,3.79,0.71,0.59,6.04,20.12,6.15,1.89,2.37,0.24,3.31,0.95,2.01,0.00,trust_no
44.49,34.24,73.51,63.52,11.10,15.05,0.41,0.90,2.05,2.15,1.41,4.40,1.85,0.22,6.06,13.67,6.09,1.82,1.53,0.24,2.82,0.64,1.23,0.02,trust_no
58.26,44.44,60.00,77.71,9.11,15.31,0.21,1.43,1.10,1.51,1.49,3.91,1.70,0.24,6.78,15.13,6.94,1.59,1.90,0.67,6.08,1.96,4.07,0.11,trust_no
46.46,41.76,51.63,12.63,31.14,12.67,0.28,2.46,1.51,2.41,1.52,4.63,1.92,1.36,6.31,12.43,5.69,0.99,1.82,0.46,5.82,2.45,2.58,0.05,trust_no
61.88,63.34,48.51,91.38,36.78,15.43,0.22,0.76,1.57,2.26,1.72,3.54,1.06,0.28,6.20,14.24,5.60,1.89,1.85,0.47,3.83,0.74,2.65,0.03,trust_no
39.67,47.32,66.77,25.77,63.86,13.42,0.45,2.13,1.12,2.01,1.45,3.02,0.45,0.78,6.26,15.10,6.04,1.57,0.89,0.00,4.25,1.79,2.24,0.11,trust_no
68.88,47.72,37.42,95.61,10.42,24.94,0.22,1.07,0.84,1.49,1.46,2.29,0.62,0.26,8.42,12.35,5.14,1.45,8.75,0.72,3.52,0.87,0.96,0.03,trust_no
39.32,36.38,42.03,51.77,18.67,13.36,0.40,2.84,1.59,1.90,1.21,4.23,1.08,1.41,6.11,9.83,4.12,0.62,1.52,0.48,8.16,2.73,4.83,0.09,trust_no
59.88,64.73,51.39,38.98,31.85,13.52,0.19,1.78,1.12,1.90,1.92,5.16,2.06,1.08,8.09,16.82,6.81,1.32,2.62,1.00,5.59,2.34,2.75,0.02,trust_no
68.52,45.22,58.35,34.61,176.05,15.01,0.18,1.99,1.18,1.54,1.89,4.17,0.99,1.30,6.80,16.36,7.12,1.79,2.17,0.82,4.82,1.84,2.33,0.01,trust_no
32.38,60.28,40.66,50.25,26.36,14.76,0.18,1.17,1.78,2.81,1.66,2.87,0.98,0.33,6.54,10.83,5.09,1.17,1.50,0.55,3.71,0.96,2.28,0.14,trust_no
51.61,57.55,41.54,36.87,16.32,16.33,0.19,0.72,3.03,2.63,4.12,2.03,0.96,0.17,5.13,10.62,5.45,3.83,0.68,0.38,1.78,0.39,1.10,0.01,trust_no
49.80,45.02,60.75,31.61,29.30,15.14,0.39,1.79,1.88,2.13,1.64,4.59,1.53,0.94,6.75,13.16,5.84,1.06,1.75,0.34,3.14,1.20,1.37,0.02,trust_no
62.95,66.89,4.60,13.50,13.34,24.19,0.57,2.76,1.79,2.46,2.54,1.74,0.91,0.44,6.34,8.05,4.11,1.60,0.46,0.36,9.85,1.70,7.21,0.05,trust_no
46.26,41.13,29.23,70.02,35.60,19.10,0.10,0.97,1.02,1.17,1.48,3.12,1.28,0.31,6.23,9.50,4.19,0.66,0.72,0.00,8.27,1.38,6.49,0.20,trust_no
54.81,47.22,54.37,71.57,8.34,15.40,0.26,1.66,1.71,3.09,1.41,3.42,1.05,0.77,7.32,13.33,5.66,0.90,2.25,0.94,4.55,1.54,1.54,0.00,trust_no
67.85,53.69,47.49,13.32,17.48,13.83,0.13,2.63,1.85,2.49,1.24,4.55,1.59,1.08,7.81,13.72,6.94,1.61,2.83,1.49,5.96,3.02,2.17,0.06,trust_no
21.03,54.28,44.09,1.25,20.16,10.86,0.27,3.89,1.74,1.61,2.41,4.69,2.68,1.07,6.97,12.20,4.96,1.74,0.67,0.54,10.32,4.69,4.56,0.13,trust_no
65.61,60.12,42.44,78.92,10.56,23.88,0.26,0.63,1.38,1.50,1.04,2.94,0.81,0.43,7.57,11.42,5.87,1.41,2.91,2.47,2.65,0.66,1.47,0.03,trust_no
23.37,22.63,81.80,30.19,13.33,13.23,0.28,2.33,1.86,2.57,1.65,4.14,1.92,0.98,6.67,13.79,5.93,1.92,1.25,0.36,6.34,2.48,2.98,0.09,trust_no
29.74,38.20,76.36,15.96,27.42,13.19,0.32,2.80,2.20,2.13,1.62,5.39,1.89,1.23,6.99,13.58,6.05,0.87,1.18,0.22,4.83,2.56,1.88,0.10,trust_no
16.07,59.46,54.61,73.52,39.52,11.14,0.30,1.59,1.62,2.18,1.45,3.04,0.81,0.86,6.68,10.20,4.09,0.73,0.59,0.27,6.68,1.83,3.88,0.00,trust_no
26.79,31.97,87.14,44.32,39.73,11.95,0.38,0.92,1.55,1.75,1.84,2.64,1.29,0.11,7.29,14.83,5.93,1.81,1.38,0.84,4.12,0.39,3.22,0.11,trust_no
30.73,46.99,68.61,74.68,36.07,15.80,0.34,1.25,2.10,1.92,1.59,3.59,1.12,0.46,7.04,12.55,4.13,1.44,1.75,0.24,4.13,0.99,2.29,0.16,trust_no
62.48,56.51,33.58,30.37,21.77,18.24,0.23,2.07,1.74,1.82,1.61,2.46,0.72,1.19,9.72,12.85,6.59,1.74,1.96,0.58,3.75,1.84,1.53,0.09,trust_no
56.85,44.30,66.83,56.98,16.84,18.66,0.36,0.95,1.67,1.72,1.50,4.30,1.18,0.63,6.91,14.56,6.22,1.62,2.27,0.52,2.11,0.82,0.59,0.03,trust_no
60.72,48.19,67.57,53.78,17.59,15.88,0.23,1.17,1.08,2.21,0.99,7.40,0.63,0.27,5.82,13.99,8.98,0.81,1.81,0.18,4.51,0.63,3.29,0.05,trust_no
14.53,50.00,66.34,98.87,17.00,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,11.76,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,trust_no
45.98,73.51,38.61,32.16,24.55,12.84,0.25,2.67,1.88,2.42,1.79,4.02,1.97,0.90,7.42,12.79,5.97,1.02,1.11,0.51,7.32,3.61,3.04,0.05,trust_no
64.31,54.64,81.86,79.09,30.24,16.34,0.39,0.78,1.95,3.11,2.33,2.53,0.58,0.39,5.45,19.07,7.20,2.72,2.53,0.58,2.92,0.58,1.56,0.19,trust_no
30.37,37.87,44.01,6.94,105.33,16.22,0.24,3.48,1.90,2.14,1.98,3.88,1.34,1.11,6.96,10.13,5.06,1.98,1.58,0.40,9.02,3.56,4.83,0.08,trust_no
36.32,56.76,77.14,56.60,13.84,14.06,0.17,1.23,2.08,2.89,1.79,2.99,1.05,0.46,7.81,14.91,5.97,1.28,1.23,0.52,3.22,1.23,1.52,0.00,trust_no
42.41,43.29,65.01,41.80,56.19,16.98,0.41,1.12,1.91,2.11,1.75,2.66,1.06,0.15,6.99,13.89,6.14,2.65,1.70,0.50,3.14,1.00,1.59,0.03,trust_no
80.11,39.55,1.00,8.62,12.83,20.82,0.29,0.43,0.57,0.21,0.57,0.86,0.21,0.29,1.57,3.08,1.43,0.36,0.43,0.21,3.93,0.43,3.43,0.00,trust_no
81.12,64.28,22.93,26.64,10.65,23.66,0.27,0.91,1.54,1.93,0.91,3.79,1.46,0.33,5.71,11.14,5.88,1.46,2.45,0.53,1.81,0.45,0.77,0.03,trust_yes
81.12,64.28,22.93,26.64,10.65,23.66,0.27,0.91,1.54,1.93,0.91,3.79,1.46,0.33,5.71,11.14,5.88,1.46,2.45,0.53,1.81,0.45,0.77,0.03,trust_yes
97.97,69.99,24.21,12.77,425.56,37.06,0.53,1.33,1.42,0.81,0.44,2.52,0.78,0.15,9.80,14.76,8.31,4.59,2.00,1.28,0.77,0.02,0.70,0.03,trust_yes
97.84,69.35,15.31,6.71,286.66,40.54,0.60,1.81,1.42,0.72,0.31,1.94,0.64,0.12,9.37,13.13,7.83,4.35,1.64,1.38,0.29,0.02,0.16,0.00,trust_yes
89.43,56.14,1.00,22.23,36.39,22.68,0.02,0.23,0.20,0.15,0.17,0.68,0.29,0.05,1.96,3.46,2.90,0.31,0.31,0.09,5.35,0.33,4.61,0.00,trust_no
17.86,57.33,53.81,46.68,32.97,12.71,0.26,2.06,1.61,3.24,1.98,3.45,1.08,0.42,7.23,11.18,4.61,0.69,1.45,0.34,4.88,1.69,2.19,0.00,trust_no
57.31,54.73,61.52,66.83,41.70,16.70,0.21,1.07,1.51,2.14,1.21,2.64,0.88,0.35,7.56,14.84,6.00,1.68,1.58,0.54,3.96,0.91,2.56,0.04,trust_yes
56.35,37.30,49.59,32.34,21.70,19.77,0.21,2.47,1.82,2.65,1.28,3.32,1.20,1.08,7.62,12.61,5.59,2.05,2.54,0.55,4.23,2.24,0.78,0.03,trust_no
56.35,37.30,49.59,32.34,21.70,19.77,0.21,2.47,1.82,2.65,1.28,3.32,1.20,1.08,7.62,12.61,5.59,2.05,2.54,0.55,4.23,2.24,0.78,0.03,trust_no
24.32,22.33,72.04,92.43,31.97,13.03,0.52,1.46,2.40,0.83,1.77,4.38,1.46,1.25,5.53,10.11,5.42,0.52,0.94,0.31,7.82,2.92,5.94,0.00,trust_no
45.80,40.26,73.98,42.44,38.61,17.59,0.50,0.67,2.09,2.05,1.67,3.26,1.04,0.13,6.31,14.04,5.89,1.80,2.42,0.42,1.29,0.29,0.63,0.04,trust_no
19.05,33.52,85.20,31.97,21.37,12.43,0.14,1.83,1.94,2.99,1.78,3.64,1.59,0.32,7.64,12.67,4.84,1.62,1.35,0.38,4.03,1.76,2.08,0.06,trust_no
88.78,66.56,20.75,55.70,16.76,33.32,0.24,0.69,1.38,1.07,0.79,2.55,0.34,0.21,8.38,12.87,6.28,2.14,2.86,0.55,0.66,0.28,0.31,0.00,trust_no
63.77,63.67,18.68,30.50,16.38,16.22,0.19,2.36,1.55,2.36,1.25,2.95,1.12,0.99,8.38,11.74,5.35,1.55,2.29,0.72,4.03,1.78,1.25,0.00,trust_no
63.77,63.67,18.68,30.50,16.38,16.22,0.19,2.36,1.55,2.36,1.25,2.95,1.12,0.99,8.38,11.74,5.35,1.55,2.29,0.72,4.03,1.78,1.25,0.00,trust_no
71.97,52.92,30.42,75.15,10.72,22.41,0.31,0.99,1.46,0.68,1.04,2.66,0.42,0.47,5.63,10.37,4.43,0.89,3.91,0.42,3.34,0.78,1.88,0.00,trust_yes
42.65,38.82,63.48,21.75,23.24,11.07,0.27,2.96,1.24,1.93,1.41,4.61,2.05,1.21,8.26,14.63,6.01,0.93,1.45,0.65,8.17,4.05,4.47,0.05,trust_no
57.26,41.21,70.13,58.55,10.65,20.09,0.51,0.63,1.66,2.04,1.54,3.20,0.87,0.20,6.45,15.81,6.99,1.73,2.11,0.68,2.11,0.45,0.86,0.04,trust_no
60.19,40.19,35.11,82.20,40.27,10.60,0.00,1.32,0.17,1.82,0.33,2.15,0.66,0.33,6.29,11.75,4.80,0.99,3.15,0.50,8.44,1.99,5.30,0.17,trust_no
84.65,41.30,30.13,75.17,32.11,18.18,0.08,0.56,1.09,1.80,0.86,1.62,0.61,0.08,5.62,13.35,7.07,0.91,1.57,0.20,4.56,0.38,3.67,0.00,trust_no
28.34,21.63,54.96,42.27,28.08,12.93,0.49,2.55,1.55,1.95,1.52,4.03,1.48,1.00,6.79,10.56,4.37,0.92,1.61,0.38,6.39,2.64,2.58,0.08,trust_no
33.60,70.96,40.36,44.93,32.89,13.39,0.14,1.70,1.87,2.85,1.37,3.79,1.57,0.44,8.19,10.88,4.97,0.86,0.94,0.37,6.10,1.93,3.23,0.05,trust_no
18.19,35.83,70.48,20.63,39.54,12.25,0.48,2.44,1.91,1.85,1.80,4.53,1.43,0.72,6.69,11.14,4.84,0.99,1.22,0.20,4.30,1.58,1.75,0.06,trust_no
99.00,50.00,13.15,25.77,3.50,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,trust_no
51.03,52.70,65.61,37.44,7.08,16.08,0.22,1.44,1.72,1.41,1.45,4.18,1.26,0.82,6.85,14.19,6.10,1.70,1.64,0.62,2.58,1.22,0.92,0.00,trust_no
75.83,79.47,16.40,99.00,10.15,32.28,0.20,0.26,1.55,1.22,1.43,2.26,0.44,0.39,8.62,10.93,5.18,2.42,2.67,0.35,2.76,0.14,1.95,0.01,trust_no
89.34,72.54,33.88,32.63,14.44,21.44,0.27,2.13,2.53,1.20,3.73,2.00,0.67,0.27,7.06,14.78,9.45,3.73,1.73,0.53,2.53,1.73,0.53,0.00,trust_no
1.00,5.73,19.27,97.58,19.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,10.53,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,trust_no
42.29,20.79,70.57,34.94,38.43,19.73,0.43,1.05,1.45,1.35,2.27,4.41,1.25,0.30,6.23,13.44,4.71,1.84,1.55,0.82,2.31,1.09,1.25,0.23,trust_no
46.74,57.41,63.91,68.05,24.36,15.67,0.00,1.12,1.49,2.61,1.49,4.10,1.12,0.00,7.46,14.93,4.48,2.24,1.49,0.00,5.97,2.24,4.10,0.00,trust_no
61.06,63.52,47.64,85.68,8.15,17.83,0.14,0.78,1.68,2.06,1.31,1.78,0.51,0.27,7.66,13.73,6.06,2.27,2.75,0.43,4.25,0.83,2.18,0.01,trust_no
64.30,67.59,53.40,56.52,23.14,17.45,0.34,1.02,2.49,3.17,1.54,2.55,0.89,0.45,6.28,13.34,5.86,1.45,1.15,0.49,3.36,0.92,2.18,0.03,trust_no
65.15,34.48,81.35,34.80,36.26,16.09,0.45,2.30,1.88,1.78,1.46,4.61,1.95,0.88,7.43,17.98,6.62,2.21,2.60,0.42,4.28,1.98,1.72,0.00,trust_no
36.38,40.85,67.65,53.15,70.21,15.73,0.70,1.52,1.76,1.72,1.49,4.01,1.46,0.56,7.19,13.55,5.47,1.26,1.66,0.17,5.63,1.85,2.38,0.00,trust_no
61.38,42.51,30.17,4.62,19.74,17.72,0.34,3.21,1.49,2.32,1.78,3.72,1.20,1.35,7.75,11.79,5.41,1.76,1.80,0.85,5.03,2.61,1.60,0.02,trust_no
97.07,62.31,32.52,22.99,26.62,24.96,0.23,0.45,1.95,1.84,0.89,1.47,0.49,0.07,5.75,16.05,10.41,1.82,1.79,0.36,0.34,0.11,0.23,0.00,trust_no
59.93,46.93,72.78,78.88,32.16,15.96,0.35,0.77,1.37,1.72,1.73,2.57,0.73,0.04,7.47,15.71,6.89,2.38,2.19,0.45,2.41,0.37,1.39,0.03,trust_no
67.84,48.41,58.29,78.17,13.13,14.30,0.23,1.92,1.09,1.42,1.06,2.66,1.14,0.50,6.79,16.35,6.16,1.59,1.50,1.44,5.34,1.55,2.93,0.07,trust_no
56.36,61.00,76.57,95.63,29.76,14.89,0.26,0.46,1.25,2.33,2.34,2.57,0.57,0.08,8.08,16.71,5.53,1.70,2.10,0.71,2.41,0.29,1.86,0.03,trust_no
83.34,72.17,7.60,26.11,20.20,28.14,0.35,2.54,1.55,1.57,1.73,2.52,0.62,0.95,9.72,10.03,5.45,2.93,0.89,1.44,4.25,1.30,2.70,0.04,trust_yes
40.77,44.70,76.32,50.15,54.00,14.97,0.30,0.99,2.13,2.36,1.97,3.70,1.33,0.45,7.17,14.48,5.71,2.12,2.03,0.37,3.87,0.77,2.64,0.09,trust_no
35.77,40.93,63.07,36.92,39.85,13.01,0.48,1.40,1.80,2.06,1.51,4.21,1.49,0.92,6.08,11.80,5.92,1.23,1.91,0.47,6.81,1.16,5.19,0.06,trust_no
77.74,60.03,12.90,74.59,17.13,24.37,0.17,1.27,1.27,0.51,1.86,7.02,1.10,0.51,5.75,9.81,4.82,1.44,1.78,0.85,2.03,0.59,0.76,0.00,trust_no
53.57,40.69,61.63,58.85,48.14,14.61,0.29,1.84,1.71,1.99,1.77,3.55,1.09,0.71,7.72,13.05,5.84,1.21,2.07,0.41,3.75,1.83,1.22,0.06,trust_no
75.91,54.60,18.59,40.33,8.55,14.87,0.12,1.15,1.15,1.84,1.44,1.66,0.67,0.34,9.12,12.28,6.34,2.25,2.59,0.65,3.22,0.89,1.99,0.02,trust_no
62.27,50.05,53.49,30.37,11.29,21.39,0.27,1.34,1.95,2.41,1.48,2.52,0.87,0.52,7.39,14.32,6.44,1.35,2.44,0.62,2.38,0.84,0.68,0.05,trust_no
34.97,27.72,81.40,39.42,45.59,14.25,0.39,1.40,1.74,2.42,2.14,4.50,1.25,0.70,6.45,14.22,5.39,2.11,1.53,0.32,4.26,1.09,2.60,0.08,trust_no
84.56,57.83,68.45,70.51,9.56,23.04,0.18,0.59,2.89,2.12,0.99,3.95,0.59,0.26,6.40,17.34,7.13,2.05,4.02,0.88,1.94,0.51,0.99,0.04,trust_no
37.93,61.13,37.85,14.50,199.12,14.63,0.06,2.76,1.44,2.82,1.07,5.21,2.20,1.26,6.40,11.99,4.46,0.75,1.51,1.26,5.46,2.20,2.82,0.00,trust_no
54.92,63.36,23.32,27.20,13.26,15.79,0.23,1.56,2.86,3.02,2.20,1.93,0.95,0.36,6.39,11.24,6.76,1.46,0.47,0.28,1.83,0.87,0.38,0.00,trust_no
30.15,24.77,64.78,33.22,64.17,12.35,0.30,2.62,1.50,2.20,1.26,4.79,1.67,1.48,6.68,11.14,4.75,1.21,2.24,0.42,6.70,2.86,3.24,0.08,trust_no
33.08,39.92,71.25,8.73,29.42,12.46,0.57,2.83,3.12,1.84,1.42,4.96,1.98,1.70,7.93,12.46,5.52,0.99,0.99,0.00,5.24,2.55,2.12,0.00,trust_no
48.29,48.39,68.00,83.41,34.97,19.15,0.32,0.64,1.76,2.12,1.10,3.28,0.70,0.19,6.21,15.00,5.72,1.38,2.63,0.80,1.74,0.28,0.87,0.04,trust_no
43.89,40.02,61.75,26.94,18.28,16.76,0.35,1.12,1.75,2.59,2.10,1.82,0.98,0.14,7.50,13.74,5.68,1.82,1.05,0.49,4.49,0.91,2.81,0.00,trust_no
