87.62,58.26,48.83,81.54,18.99,22.24,0.14,0.23,1.92,2.21,1.11,1.42,0.33,0.03,7.07,15.28,7.35,3.64,1.41,0.27,1.16,0.14,0.35,0.00,trust_yes
96.99,75.63,74.20,60.33,21.86,31.90,0.04,0.05,2.99,0.43,0.35,0.62,0.10,0.01,4.83,21.82,14.35,5.57,0.64,0.38,0.49,0.01,0.40,0.01,trust_yes
99.00,68.39,81.22,88.14,9.01,30.11,0.03,0.03,0.63,0.36,0.31,4.78,2.07,0.21,1.66,24.36,10.22,3.99,0.62,0.07,0.44,0.01,0.33,0.00,trust_yes
79.48,51.55,45.67,63.17,10.10,20.50,0.12,0.77,1.66,2.01,1.16,2.59,0.74,0.15,5.76,14.93,7.04,1.86,1.55,0.39,1.97,0.54,0.85,0.04,trust_yes
71.89,62.24,29.88,97.51,8.72,19.18,0.57,0.35,1.63,2.62,1.70,1.49,0.21,0.00,8.14,13.02,5.02,2.83,1.98,0.42,1.98,0.07,1.20,0.14,trust_yes
71.89,62.24,29.88,97.51,8.72,19.18,0.57,0.35,1.63,2.62,1.70,1.49,0.21,0.00,8.14,13.02,5.02,2.83,1.98,0.42,1.98,0.07,1.20,0.14,trust_yes
98.65,67.65,18.99,58.47,18.66,35.78,0.00,0.00,1.30,0.52,0.17,0.78,0.00,0.00,6.31,14.00,8.82,6.66,1.30,0.17,0.09,0.00,0.09,0.00,trust_yes
96.58,67.94,38.15,44.01,46.25,26.41,0.26,0.59,1.74,1.36,0.86,2.41,0.63,0.13,6.50,17.32,10.29,3.18,1.38,0.88,0.53,0.12,0.17,0.00,trust_yes
91.33,58.60,47.20,61.14,15.20,20.48,0.20,0.41,1.56,1.55,1.23,1.18,0.35,0.04,6.17,17.21,9.46,2.68,0.70,0.34,0.94,0.13,0.39,0.01,trust_yes
88.47,63.04,24.63,68.46,9.59,25.76,0.19,0.68,1.95,1.72,1.16,2.12,0.60,0.25,6.11,12.12,6.50,4.04,1.17,0.55,2.65,0.39,1.68,0.02,trust_yes
95.30,89.91,31.76,95.06,13.08,34.00,0.04,0.04,2.00,0.93,0.48,2.71,0.11,0.00,10.84,15.81,7.28,5.94,1.30,0.89,1.15,0.00,0.85,0.00,trust_yes
99.00,72.71,98.86,59.66,7.44,22.64,0.00,0.01,0.46,0.00,0.00,0.36,0.05,0.08,4.71,34.27,16.88,0.79,0.09,0.02,0.08,0.07,0.00,0.00,trust_yes
97.16,77.46,54.16,51.15,26.13,32.29,0.05,0.09,1.47,0.40,0.26,1.49,0.11,0.04,6.45,20.03,7.74,10.39,1.69,0.65,0.88,0.00,0.86,0.00,trust_yes
99.00,55.09,57.98,41.80,16.79,24.37,0.05,0.41,0.73,0.27,0.17,0.53,0.25,0.05,3.26,21.47,13.93,1.40,1.75,0.14,0.25,0.04,0.19,0.00,trust_yes
70.99,99.00,3.77,99.00,54.95,26.58,1.37,0.09,1.15,0.71,1.06,5.78,0.19,0.00,19.54,9.23,4.81,6.53,1.40,0.56,0.91,0.01,0.81,0.00,trust_yes
74.45,87.09,66.04,86.20,7.19,21.74,0.00,0.00,4.35,1.74,5.22,0.00,0.00,0.00,6.09,15.65,6.09,5.22,0.87,0.87,0.00,0.00,0.00,0.00,trust_yes
7.73,50.00,12.07,8.31,11.33,13.97,0.74,0.74,2.21,2.94,2.21,1.47,0.74,0.00,6.62,6.62,1.47,0.74,2.21,0.00,3.68,1.47,2.21,0.00,trust_no
30.94,39.34,81.37,34.37,93.81,13.06,0.25,1.66,2.11,2.06,2.85,4.81,1.41,1.09,5.85,13.81,6.20,1.19,1.36,0.25,2.83,1.29,1.02,0.02,trust_no
16.68,46.26,76.47,60.79,27.82,11.27,0.47,2.15,2.57,2.47,2.46,5.45,1.88,0.92,8.12,11.79,4.90,0.73,1.37,0.41,4.94,1.95,2.14,0.05,trust_no
38.27,31.46,77.56,22.33,35.31,13.67,0.24,1.78,1.92,2.25,1.04,3.92,1.32,0.60,6.87,13.48,5.94,2.98,2.29,0.85,3.47,1.44,1.37,0.07,trust_no
31.91,32.52,83.51,34.64,118.93,14.29,0.66,0.75,1.77,2.01,2.13,2.76,0.78,0.12,6.10,14.47,5.50,1.17,2.28,0.39,3.36,0.90,2.31,0.09,trust_no
61.26,64.80,23.87,92.23,13.99,19.96,0.12,0.99,1.62,2.02,1.14,3.26,1.07,0.60,5.32,9.49,4.39,1.66,2.68,0.93,3.18,0.72,1.17,0.04,trust_no
63.70,44.47,47.88,44.93,13.17,16.57,0.21,2.02,0.70,1.95,1.11,3.62,1.67,1.18,6.82,14.55,6.34,2.16,2.51,0.70,4.04,1.95,0.84,0.14,trust_no
