-0.37,-0.2,trust_no
-0.37,-0.19,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_yes
-0.37,-0.21,trust_yes
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.18,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_yes
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.19,trust_no
-0.37,-0.18,trust_no
-0.37,-0.13,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.17,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.18,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.17,trust_no
2.68,-0.19,trust_no
-0.37,0.1,trust_no
-0.37,-0.2,trust_no
-0.37,-0.16,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.16,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.2,trust_no
2.68,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.18,trust_no
-0.37,-0.21,trust_no
-0.37,-0.07,trust_yes
-0.37,-0.07,trust_yes
-0.37,0.1,trust_yes
-0.37,-0.03,trust_yes
-0.37,-0.09,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_yes
-0.37,-0.18,trust_no
-0.37,-0.18,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.17,trust_no
-0.37,-0.17,trust_no
-0.37,-0.2,trust_yes
-0.37,-0.2,trust_no
-0.37,-0.19,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.17,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.16,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.14,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,0.5,trust_no
-0.37,-0.19,trust_no
-0.37,-0.19,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_yes
-0.37,-0.03,trust_no
-0.37,-0.15,trust_no
-0.37,-0.21,trust_no
-0.37,-0.16,trust_no
-0.37,-0.18,trust_no
-0.37,-0.19,trust_no
-0.37,-0.2,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
-0.37,0.02,trust_no
-0.37,-0.21,trust_no
-0.37,-0.21,trust_no
-0.37,-0.19,trust_no
-0.37,-0.21,trust_no
-0.37,-0.2,trust_no
-0.37,-0.21,trust_no
