0.0025,0.0,1.0,1.0,0.0021,1.0,0.0031,trust_yes
0.0008,0.0,1.0,1.0,0.0004,1.0,0.0008,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0008,trust_yes
0.0,0.0088,0.1652,0.0298,0.0,0.151,0.0004,trust_yes
0.0,0.0088,1.0,1.0,0.0,1.0,0.0,trust_yes
0.0029,0.0175,1.0,1.0,0.0034,1.0,0.0031,trust_yes
0.0029,0.0175,1.0,1.0,0.0034,1.0,0.0061,trust_yes
0.0,0.0088,1.0,1.0,0.0,1.0,0.0004,trust_yes
0.0008,0.0088,1.0,1.0,0.0008,1.0,0.0004,trust_yes
0.0017,0.0088,1.0,1.0,0.0017,1.0,0.0057,trust_yes
0.005,0.0,1.0,1.0,0.0046,1.0,0.0038,trust_yes
0.0218,0.386,1.0,1.0,0.0398,1.0,0.0004,trust_yes
0.0,0.0088,1.0,1.0,0.0,1.0,0.0004,trust_yes
0.0013,0.1667,1.0,1.0,0.0088,1.0,0.0054,trust_yes
0.0432,0.0,1.0,1.0,0.0427,1.0,0.0042,trust_yes
0.0243,0.0351,1.0,1.0,0.0256,1.0,0.065,trust_yes
0.0008,0.0,1.0,1.0,0.0004,1.0,0.0046,trust_yes
0.0025,0.0088,1.0,1.0,0.0025,1.0,0.0073,trust_yes
0.0054,0.0,0.1652,0.0298,0.005,0.151,0.0031,trust_yes
0.0054,0.0,1.0,1.0,0.005,1.0,0.0034,trust_yes
0.008,0.0,1.0,1.0,0.0075,1.0,0.0015,trust_yes
0.0017,0.0,1.0,1.0,0.0013,1.0,0.0046,trust_yes
0.0013,0.0088,1.0,1.0,0.0013,1.0,0.0084,trust_yes
0.0017,0.0,1.0,1.0,0.0013,1.0,0.0065,trust_yes
0.0025,0.0614,0.1652,0.0298,0.005,0.151,0.0038,trust_yes
0.0025,0.0614,1.0,1.0,0.005,1.0,0.0057,trust_yes
0.0025,0.0614,0.0429,0.001,0.005,0.0385,0.0019,trust_yes
0.0008,0.0,1.0,1.0,0.0004,1.0,0.0011,trust_yes
0.0038,0.0702,1.0,1.0,0.0067,1.0,0.0264,trust_yes
0.0243,0.2193,1.0,1.0,0.0344,1.0,0.0134,trust_yes
0.0029,0.0088,1.0,1.0,0.0029,1.0,0.0474,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0008,trust_yes
0.0004,0.0,1.0,1.0,0.0,1.0,0.0008,trust_yes
0.0021,0.0088,1.0,1.0,0.0021,1.0,0.0031,trust_yes
0.0021,0.0,1.0,1.0,0.0017,1.0,0.0038,trust_yes
0.008,0.0263,1.0,1.0,0.0088,1.0,0.0038,trust_yes
0.0017,0.0175,1.0,1.0,0.0021,1.0,0.0015,trust_yes
0.0017,0.0175,0.0507,0.0054,0.0021,0.046,0.0008,trust_yes
0.0004,0.0088,1.0,1.0,0.0004,1.0,0.0015,trust_yes
0.0,0.0175,1.0,1.0,0.0004,1.0,0.0004,trust_yes
0.0,0.0175,0.1652,0.0298,0.0004,0.151,0.0008,trust_yes
0.0008,0.0,1.0,1.0,0.0004,1.0,0.0008,trust_yes
0.0013,0.0088,1.0,1.0,0.0013,1.0,0.0011,trust_yes
0.0054,0.0088,1.0,1.0,0.0054,1.0,0.0233,trust_yes
0.0025,0.0,1.0,1.0,0.0021,1.0,0.0103,trust_yes
0.0025,0.0,0.092,0.007,0.0021,0.0831,0.0034,trust_yes
0.0004,0.0,1.0,1.0,0.0,1.0,0.0004,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0011,trust_yes
0.0013,0.0,0.1692,0.0671,0.0008,0.1585,0.0004,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0019,trust_yes
0.0008,0.0088,1.0,1.0,0.0008,1.0,0.0038,trust_yes
0.0021,0.0351,1.0,1.0,0.0034,1.0,0.0019,trust_yes
0.0021,0.0351,0.1692,0.0671,0.0034,0.1585,0.0019,trust_yes
0.0356,0.0,1.0,1.0,0.0352,1.0,0.0765,trust_yes
0.0356,0.0,0.1904,0.0359,0.0352,0.1742,0.073,trust_yes
0.0063,0.1053,1.0,1.0,0.0109,1.0,0.008,trust_yes
0.0054,0.0088,1.0,1.0,0.0054,1.0,0.0038,trust_yes
0.0008,0.0088,1.0,1.0,0.0008,1.0,0.0023,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0019,trust_yes
0.0013,0.0,1.0,1.0,0.0008,1.0,0.0031,trust_yes
0.0038,0.0088,0.0618,0.0032,0.0038,0.0556,0.005,trust_yes
0.0034,0.0263,0.1652,0.0298,0.0042,0.151,0.0038,trust_yes
0.0034,0.0263,1.0,1.0,0.0042,1.0,0.0073,trust_yes
0.0004,0.0,1.0,1.0,0.0,1.0,0.0015,trust_yes
0.0021,0.0,1.0,1.0,0.0017,1.0,0.0004,trust_yes
0.0029,0.0,0.0326,0.0026,0.0025,0.0295,0.0011,trust_yes
0.0029,0.0,1.0,1.0,0.0025,1.0,0.0015,trust_yes
