portiand_ghosts,nasa,2,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0
iss_research,sparhopper,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0
nickjdenton,nasa,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
lizizfine,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summer_ash,sondy,88,3,95,0,4,0,1,0,0,2,59,0,0,0,0,0
lrfbaratz,nasa,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uranussideways,iss_research,4,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0
danaelizabeth69,nasa,19,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0
stefansmalls,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annie2488,nasa,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
callyra,therealbuzz,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
astro_reid,tracedominguez,8,0,22,0,0,0,1,0,0,0,44,0,0,0,0,0
mcgeezyfbaby,nasa,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catherineq,pillownaut,110,1,58,0,10,0,2,0,0,1,59,0,1,0,0,0
davidwhogg,jbocha,7,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0
uslawreview,nasa,9,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1pherris,nasa,40,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
uppitynycupcake,nasa,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astro_reid,dnews,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
sectumsemrpa,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkeymafia1668,nasa,30,16,8,0,0,0,0,0,0,7,1,0,0,0,0,0
oleg31105,nasa,39,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
betulland,johnrsports,4,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
planet4589,ulalaunch,139,0,95,0,8,0,5,0,0,0,61,0,0,0,0,0
astro_reid,icelady2910,0,1,38,0,0,0,0,0,0,1,46,0,0,0,1,0
dreamhjp,nasa,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
elakdawalla,ruthie147,22,0,71,0,1,0,1,0,0,0,97,0,0,0,0,0
realgeegeegee,space_station,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
nm_c07,nasa,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sarahkendrew,jr_pritchard,31,1,60,0,1,0,1,0,0,1,60,0,0,0,0,0
annee_izatt,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayenne22,space_station,6,5,0,0,1,0,1,0,0,5,0,0,0,0,0,0
ottercivet,nasa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zecturd,nasa,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smuttydolan,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
startalkradio,planetjuneberry,5,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0
cassinisaturn,cairmaid,2,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0
mae_oxo,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uranussideways,cassinisaturn,5,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0
orbfungi,nasa,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
universetoday,ken_kremer,36,0,26,0,0,0,0,0,0,0,32,0,0,0,0,0
5tate0fan3nemy,nasa,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
danpx2,nasa,200,9,51,0,0,0,0,0,0,2,2,0,1,0,0,0
itshypatia,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astro_tj,ageekmom,24,0,46,0,0,0,0,0,0,0,216,0,0,0,0,0
tywahu,nasa,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
armando22leosun,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbsevans,nasa,35,17,0,0,1,0,1,0,0,15,0,0,1,0,0,0
niamhiepoos,nasa,297,9,77,0,0,0,0,0,0,3,3,0,0,0,0,0
nickastronomer,takethatnasa,4,0,16,0,1,0,0,0,0,0,5,0,0,0,0,0
ideologycancer,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d_a_howell,nasa,45,2,13,0,1,0,0,0,0,1,1,0,1,0,0,0
noisyastronomer,drrubidium,45,1,34,0,3,0,2,0,0,1,35,0,0,0,0,0
newswhip,nasa,14,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0
nickastronomer,geoffnotkin,153,0,154,0,9,0,10,0,0,0,205,0,4,0,4,0
niais,prgrmr42,8,0,52,0,0,0,0,0,0,0,34,0,0,0,0,0
mikechristieon,nasa,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spacedotcom,collectspace,39,0,55,1,0,0,0,0,0,0,39,0,3,0,0,0
