mintsivan,nasa,0,1,68473,8029,1,76502,3
natalybtw,nasa,1,0,68473,8029,1,76502,1
caitiemary02,nasa,0,1,68473,8029,1,76502,1
belovedgraceffa,nasa,2,1,68473,8029,3,76502,1
sleepykitty_,nasa,0,1,68473,8029,1,76502,0
harleiarenn,nasa,0,1,68473,8029,1,76502,2
savagedarkskin7,nasa,2,1,68473,8029,3,76502,1
slyshotty,nasa,0,1,68473,8029,1,76502,1
_sarahfay_,nasa,0,2,68473,8029,2,76502,4
pfleming13,nasa,0,1,68473,8029,1,76502,1
bri_jolie,nasa,0,1,68473,8029,1,76502,0
themoderncage,nasa,0,1,68473,8029,1,76502,1
francklegunner,nasa,1,1,68473,8029,2,76502,4
bogchon,nasa,0,1,68473,8029,1,76502,1
perrinbrunet,nasa,0,1,68473,8029,1,76502,1
k_wright6,nasa,0,1,68473,8029,1,76502,1
evelyn_evans21,nasa,1,4,68473,8029,5,76502,2
readandjeep,nasa,1,0,68473,8029,1,76502,3
rvrb_,nasa,1,1,68473,8029,2,76502,2
derp696,nasa,1,1,68473,8029,2,76502,5
luke_hemmburger,nasa,0,2,68473,8029,2,76502,0
sequoiasss,nasa,0,1,68473,8029,1,76502,0
greedygray,nasa,0,1,68473,8029,1,76502,0
caitlynsmith24,nasa,1,1,68473,8029,2,76502,0
chelsiewithac,nasa,1,1,68473,8029,2,76502,0
100s_of_fandoms,nasa,1,0,68473,8029,1,76502,1
oreaux_,nasa,0,1,68473,8029,1,76502,1
hallie_page,nasa,1,0,68473,8029,1,76502,0
niceguy504,nasa,3,2,68473,8029,5,76502,8
cubillo_,nasa,0,2,68473,8029,2,76502,1
jessegilbert,nasa,1,0,68473,8029,1,76502,7
rosslyndmc,nasa,0,1,68473,8029,1,76502,6
mintchmla,nasa,0,1,68473,8029,1,76502,0
labhaoiselesiog,nasa,12,2,68473,8029,14,76502,16
yungsquidkid,nasa,0,1,68473,8029,1,76502,1
bentley_holley,nasa,1,1,68473,8029,2,76502,2
br00kearnold,nasa,0,1,68473,8029,1,76502,0
carringtoncash,nasa,0,1,68473,8029,1,76502,0
alexischewy,nasa,1,1,68473,8029,2,76502,6
try_and_guess,nasa,1,3,68473,8029,4,76502,0
dakotaswan7,nasa,0,1,68473,8029,1,76502,1
lifesamitch97,nasa,0,1,68473,8029,1,76502,2
angeloboggiox,nasa,0,1,68473,8029,1,76502,1
radcouch,nasa,1,0,68473,8029,1,76502,2
brooklyn_bug,nasa,1,1,68473,8029,2,76502,1
apexidee,nasa,1,0,68473,8029,1,76502,0
dollasforpoetry,nasa,4,0,68473,8029,4,76502,4
giselle_nieblas,nasa,0,1,68473,8029,1,76502,0
cameronng24,nasa,1,0,68473,8029,1,76502,3
angelmastr,nasa,3,1,68473,8029,4,76502,0
maxontweet,nasa,2,1,68473,8029,3,76502,40
tluckeroth,nasa,0,1,68473,8029,1,76502,1
heally_,nasa,0,1,68473,8029,1,76502,1
thisisbrookeb,nasa,0,2,68473,8029,2,76502,8
catandthemoon92,nasa,0,1,68473,8029,1,76502,1
oddunicornio04,nasa,2,1,68473,8029,3,76502,1
kazadilla,nasa,0,1,68473,8029,1,76502,1
theorangeorphan,nasa,0,1,68473,8029,1,76502,1
