klugectr,nasa,4,0,55903,8677,4,64580,24
klugectr,drfunkyspoon,4,0,523,11,4,534,9
mancitymarty,nasa,6,1,55903,8677,7,64580,3
deadlytumblr,nasa,2,3,55903,8677,5,64580,11
elliedvs,nasa,1,1,55903,8677,2,64580,0
reeceisatwat,nasa,0,1,55903,8677,1,64580,0
ffsgeorge,nasa,1,2,55903,8677,3,64580,2
inthemane,nasa,0,1,55903,8677,1,64580,1
deadlylallana,nasa,3,0,55903,8677,3,64580,1
savageemily,nasa,3,1,55903,8677,4,64580,8
iamphilipjoyce,nasa,6,0,55903,8677,6,64580,6
zagary_mejia,nasa,2,0,55903,8677,2,64580,2
kingakalecinska,nasa,0,1,55903,8677,1,64580,1
katiemckenzieee,nasa,0,2,55903,8677,2,64580,4
real_bratton,nasa,2,1,55903,8677,3,64580,2
aimee_weir14,nasa,0,1,55903,8677,1,64580,1
leeyihh17,nasa,0,1,55903,8677,1,64580,0
carahsassidy,nasa,0,2,55903,8677,2,64580,0
camrynnoellee,nasa,0,1,55903,8677,1,64580,0
aishmokadam,nasa,1,1,55903,8677,2,64580,5
dallasealyy,nasa,0,1,55903,8677,1,64580,1
franciscojayda,nasa,1,0,55903,8677,1,64580,0
imnicolleochoa,nasa,0,1,55903,8677,1,64580,0
lexitoootle,nasa,0,1,55903,8677,1,64580,0
_jessiiiesmith,nasa,1,1,55903,8677,2,64580,3
savannahbeadenk,nasa,0,1,55903,8677,1,64580,2
tompaymaloryles,nasa,1,0,55903,8677,1,64580,2
bfswproductions,nasa,3,0,55903,8677,3,64580,1
vokkedup,nasa,0,1,55903,8677,1,64580,0
becca_frend,nasa,0,1,55903,8677,1,64580,2
pater429,nasa,6,1,55903,8677,7,64580,4
danferher,nasa,0,1,55903,8677,1,64580,0
bigdawgdavies,nasa,1,0,55903,8677,1,64580,0
faithelarue,nasa,1,1,55903,8677,2,64580,1
kaylawaterss,nasa,0,1,55903,8677,1,64580,2
paigey_espe,nasa,0,1,55903,8677,1,64580,2
_alyhernandez,nasa,0,2,55903,8677,2,64580,2
jesselias05,nasa,0,1,55903,8677,1,64580,1
kaleciaf,nasa,1,0,55903,8677,1,64580,0
sloanealexander,nasa,0,1,55903,8677,1,64580,2
aleks_burkus,nasa,1,1,55903,8677,2,64580,1
groovyat,nasa,0,1,55903,8677,1,64580,2
catherine_ava,nasa,0,1,55903,8677,1,64580,1
eimearwinterss,nasa,0,1,55903,8677,1,64580,2
sheepman_xd,nasa,1,1,55903,8677,2,64580,0
catetoole,nasa,0,1,55903,8677,1,64580,0
chinesesmile105,nasa,1,5,55903,8677,6,64580,0
johnthegypsy,nasa,0,1,55903,8677,1,64580,0
skubusteve,nasa,0,1,55903,8677,1,64580,3
ayekatyy,nasa,0,1,55903,8677,1,64580,2
centristnet,nasa,8,2,55903,8677,10,64580,13
loveclubfranta,nasa,0,1,55903,8677,1,64580,0
davidro50017125,nasa,6,2,55903,8677,8,64580,6
davidro50017125,cassinisaturn,6,2,3863,85,8,3948,4
rosieislameee,nasa,1,2,55903,8677,3,64580,1
