klugectr,nasa,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
klugectr,drfunkyspoon,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
mancitymarty,nasa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deadlytumblr,nasa,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
elliedvs,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reeceisatwat,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffsgeorge,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
inthemane,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deadlylallana,nasa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
savageemily,nasa,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
iamphilipjoyce,nasa,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
zagary_mejia,nasa,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kingakalecinska,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katiemckenzieee,nasa,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
real_bratton,nasa,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
aimee_weir14,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
leeyihh17,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carahsassidy,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camrynnoellee,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aishmokadam,nasa,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dallasealyy,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
franciscojayda,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imnicolleochoa,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lexitoootle,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_jessiiiesmith,nasa,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
savannahbeadenk,nasa,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tompaymaloryles,nasa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bfswproductions,nasa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vokkedup,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
becca_frend,nasa,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pater429,nasa,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
danferher,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigdawgdavies,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faithelarue,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaylawaterss,nasa,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
paigey_espe,nasa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_alyhernandez,nasa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jesselias05,nasa,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kaleciaf,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sloanealexander,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aleks_burkus,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
groovyat,nasa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
catherine_ava,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eimearwinterss,nasa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sheepman_xd,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catetoole,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinesesmile105,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnthegypsy,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skubusteve,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayekatyy,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centristnet,nasa,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
loveclubfranta,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davidro50017125,nasa,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
davidro50017125,cassinisaturn,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
rosieislameee,nasa,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jameson_guidry,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cammstride,nasa,5,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0
cammstride,cassinisaturn,5,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
jcbdos,nasa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rafdias_silva,nasa,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
rafdias_silva,cassinisaturn,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ursiclapp,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bobbygergus,nasa,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
xsunnyolivia,nasa,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
phoebe_curtis1,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
phillytheboss,nasa,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
boho1899,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tr1n4b34n,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeekks,nasa,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kalish_man,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dskisoccer17,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozukakimi,nasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askalunacosplay,nasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aoife_doherty1,nasa,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
officialmarklaw,nasa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
