4,0,523,11,4,534,9,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,trust_yes
0,2,55903,8677,2,64580,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_no
0,2,55903,8677,2,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,2,55903,8677,2,64580,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_no
1,5,55903,8677,6,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
1,2,55903,8677,3,64580,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,1,55903,8677,1,64580,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_no
6,2,55903,8677,8,64580,3,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,trust_yes
6,2,3863,85,8,3948,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
2,2,55903,8677,4,64580,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_yes
31,16,55903,8677,47,64580,16,3,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,trust_no
68,81,55903,8677,149,64580,14,7,0,6,0,5,0,5,0,0,1,0,0,0,0,0,0,trust_no
68,81,3863,85,149,3948,11,5,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0,trust_no
1,1,55903,8677,2,64580,8,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_no
33,5,55903,8677,38,64580,127,117,7,16,1,1,0,1,0,0,0,0,0,0,0,0,0,trust_no
6,6,55903,8677,12,64580,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,trust_yes
0,2,55903,8677,2,64580,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
12,1,55903,8677,13,64580,32,11,3,2,0,0,0,0,0,0,10,0,0,0,0,0,0,trust_yes
37,59,55903,8677,96,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
15,12,55903,8677,27,64580,20,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_no
3,19,55903,8677,22,64580,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
29,6,55903,8677,35,64580,27,20,1,13,0,1,0,1,0,0,0,2,0,1,0,1,0,trust_no
6,4,55903,8677,10,64580,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
1,4,55903,8677,5,64580,37,22,9,0,0,1,0,1,0,0,7,0,0,0,0,0,0,trust_no
8,4,7139,52,12,7191,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
12,3,55903,8677,15,64580,19,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,trust_yes
2,3,55903,8677,5,64580,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
3,3,55903,8677,6,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,4,55903,8677,4,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
1,1,55903,8677,2,64580,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
0,1,55903,8677,1,64580,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_yes
47,37,55903,8677,84,64580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
2,2,55903,8677,4,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
3,3,55903,8677,6,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
2,4,55903,8677,6,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,1,55903,8677,1,64580,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trust_yes
2,7,55903,8677,9,64580,32,18,2,0,0,2,0,2,0,0,5,0,0,0,0,0,0,trust_no
0,1,55903,8677,1,64580,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
46,4,55903,8677,50,64580,163,141,15,33,1,0,0,0,0,0,12,0,0,0,0,0,0,trust_no
19,0,55903,8677,19,64580,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,2,55903,8677,2,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
68,81,8043,589,149,8632,12,4,0,4,1,3,0,5,0,0,0,0,0,0,0,0,0,trust_no
11,7,55903,8677,18,64580,4,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,trust_no
54,99,55903,8677,153,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
23,41,55903,8677,64,64580,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,trust_no
87,11,55903,8677,98,64580,42,40,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
109,65,55903,8677,174,64580,10,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
2,0,55903,8677,2,64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
194,100,55903,8677,294,64580,13,4,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,trust_no
8,8,55903,8677,16,64580,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,1,55903,8677,1,64580,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,trust_no
100,25,55903,8677,125,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_no
0,1,55903,8677,1,64580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trust_yes
4,8,55903,8677,12,64580,60,35,17,0,0,1,0,1,0,0,15,0,0,1,0,0,0,trust_no
14,29,55903,8677,43,64580,96,2,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,trust_no
