alvinseven77,nasa,16,0,55903,8677,16,64580,17
rainmaker1973,marscuriosity,132,10,7139,52,142,7191,433
cassinisaturn,nasaames,211,9,111,5,220,116,1155
nasa,nasaames,381,34,111,5,415,116,1677
mentionmapp,nasa,11,0,55903,8677,11,64580,69
iss_research,astropeggy,268,20,68,2,288,70,499
toffy8,nasa,0,2,55903,8677,2,64580,0
drphilmarshall,brendonbrewer,248,36,248,53,284,301,20
astro_mike,cuseas,344,15,44,2,359,46,27
setiinstitute,nasaames,275,12,111,5,287,116,979
jd_evermore,nasa,3,3,55903,8677,6,64580,17
nasakennedy,nasakepler,345,13,309,24,358,333,1704
eclark1946,nasa,10,1,55903,8677,11,64580,10
cheetah62,space_station,20,0,8043,589,20,8632,21
astro_kate7,thom_astro,71,0,221,14,71,235,402
ichetz,nasa,24,0,55903,8677,24,64580,29
luciano_paz,nasa,14,0,55903,8677,14,64580,1
chrislintott,planetdr,660,103,783,153,763,936,280
elderj_jackie,iss_research,20,12,4199,61,32,4260,13
jannalevin,scifri,185,30,86,5,215,91,150
astroduff,helen_e_mc,803,112,25,2,915,27,69
justgea02,nasa,7,4,55903,8677,11,64580,5
yazziesays,nasa,39,0,55903,8677,39,64580,128
astronomolly,eteq,718,99,56,6,817,62,53
cw4t7abs,nasagoddard,48,4,2786,23,52,2809,49
astro_reid,dawn_kernagis,349,36,15,0,385,15,76
startalkradio,pillownaut,731,46,83,10,777,93,195
_aaaaaari,nasa,1,2,55903,8677,3,64580,2
vrooje,ngc3314,394,81,96,10,475,106,59
lisaharveysmith,riaus,470,27,35,4,497,39,70
endo_chank,nasa,31,16,55903,8677,47,64580,16
tcmindy,nasa,25,2,55903,8677,27,64580,86
torybruno,taliaeliana,1379,106,16,0,1485,16,254
5tate0fan3nemy,nasa,12,3,55903,8677,15,64580,19
stargazers42,nasa,38,0,55903,8677,38,64580,220
mitchroffer,nasa,24,1,55903,8677,25,64580,49
elpachinko,nasa,22,0,55903,8677,22,64580,2
nickastronomer,claranellist,1203,166,23,5,1369,28,88
laonehuman,nasa,77,0,55903,8677,77,64580,246
alisondenisco,nasa,8,2,55903,8677,10,64580,22
lisaharveysmith,aunateridu,470,27,28,5,497,33,45
wondaland,nasa,0,2,55903,8677,2,64580,0
apod,nasajpl,27,0,4957,65,27,5022,1647
movethrough,nasa,17,0,55903,8677,17,64580,37
rolljleah,nasa,7,5,55903,8677,12,64580,3
spaceman60,nasajpl,47,0,4957,65,47,5022,79
starzanplanets,stellarplanet,448,67,34,2,515,36,102
cassinisaturn,planetdr,211,9,783,153,220,936,569
mwavestechllc,esa,39,0,5155,135,39,5290,53
unfccc,nasa,13,0,55903,8677,13,64580,725
jlgnava,nasa,30,11,55903,8677,41,64580,14
ourhiddenhistry,nasa,0,4,55903,8677,4,64580,34
astroemz,esa_rosetta,93,0,4545,304,93,4849,448
stargazerfred,abcnews,295,51,202,63,346,265,36
djdelleon,nasa,97,7,55903,8677,104,64580,89
michael_w_busch,mcnees,649,152,271,63,801,334,62
treypole,nasa,10,1,55903,8677,11,64580,9
sneakin,spacex,14,3,9247,328,17,9575,18
astro2fish,carbon_flight,128,7,89,5,135,94,219
katiezabbott,nasa,14,12,55903,8677,26,64580,1
nasawebb,nasagoddard,28,0,2786,23,28,2809,1585
howard74,spacedotcom,6,0,4724,125,6,4849,13
sun_aware_crime,nasa,78,48,55903,8677,126,64580,1
summer_ash,merrdiff,793,73,120,20,866,140,128
apegnb,nasa,7,0,55903,8677,7,64580,37
douglasholtzman,nasa,11,0,55903,8677,11,64580,12
sjzambito,nasa,43,0,55903,8677,43,64580,52
virgiliocorrado,neiltyson,24,0,10053,253,24,10306,37
crkarla,space_station,39,0,8043,589,39,8632,89
3sagagm,spacedotcom,14,0,4724,125,14,4849,11
akhtertuler,nasa,22,0,55903,8677,22,64580,0
starzanplanets,gnorth,448,67,6,0,515,6,11
astroduff,bencubby,803,112,19,3,915,22,32
nitestar,nasa,40,1,55903,8677,41,64580,34
nasa_technology,nasa_marshall,244,7,95,5,251,100,1031
drsuzdonnelly,nasa,6,2,55903,8677,8,64580,12
cosmic_horizons,merrickphillip,523,148,24,5,671,29,13
badastronomer,drmrfrancis,389,46,258,52,435,310,385
chrislintott,jegpeek,660,103,251,42,763,293,65
iamsafikhanboss,nasa,7,0,55903,8677,7,64580,4
jonspathelf,nasa,8,0,55903,8677,8,64580,17
neems44,nasa,3,3,55903,8677,6,64580,1
larkin10louise,nasa,0,2,55903,8677,2,64580,8
planet4589,themarkashley,888,169,4,4,1057,8,10
willgater,dawnsunrise1,499,18,94,6,517,100,178
galacticfarms,nasa,29,0,55903,8677,29,64580,68
morgankoverman,nasa,2,2,55903,8677,4,64580,5
kazuhikofujita6,nasa,52,0,55903,8677,52,64580,60
djpr1000,nasa,12,0,55903,8677,12,64580,12
deltontrueblood,nasa,27,3,55903,8677,30,64580,6
nasa,nasa_wallops,381,34,112,3,415,115,1262
rainmaker1973,cassinisaturn,132,10,3863,85,142,3948,361
catherineq,cnn,686,98,57,14,784,71,212
jasonfawcett_ca,nasa,47,1,55903,8677,48,64580,93
drfunkyspoon,mousegle,628,95,4,2,723,6,50
starzanplanets,brianwolven,448,67,295,52,515,347,85
duckhunter9090,nasa,22,0,55903,8677,22,64580,21
badastronomer,ronbaalke,389,46,58,6,435,64,383
planet4589,penguingalaxy,888,169,57,7,1057,64,128
noisyastronomer,sondy,396,62,422,82,458,504,195
drfunkyspoon,omcintyre,628,95,31,6,723,37,128
torybruno,rocketmanjrs,1379,106,8,0,1485,8,84
allplanets,nasa,65,2,55903,8677,67,64580,384
jennbeightol,nasa,28,0,55903,8677,28,64580,10
planet4589,omcintyre,888,169,31,6,1057,37,164
chzaib8,nasakennedy,53,0,3802,55,53,3857,57
victorcima,space_station,34,0,8043,589,34,8632,5
quasarsm,nasa,30,3,55903,8677,33,64580,35
astroduff,swinburne,803,112,101,19,915,120,39
vahidavid,nasa,1,3,55903,8677,4,64580,0
torybruno,robotbeat,1379,106,51,9,1485,60,125
srbeyond,nasa,5,0,55903,8677,5,64580,1
starzanplanets,merrdiff,448,67,120,20,515,140,101
setiinstitute,allplanets,275,12,66,3,287,69,284
doughensel,spacex,12,1,9247,328,13,9575,5
foreman_mike,astro_wheels,242,15,185,7,257,192,420
fyller85,nasa,21,0,55903,8677,21,64580,25
noisyastronomer,starstryder,396,62,108,19,458,127,331
badastronomer,maryemcglynn,389,46,6,1,435,7,32
nasahqphoto,nasa_sls,132,6,213,16,138,229,859
tammyboeckman,nasa,4,0,55903,8677,4,64580,1
astro_timpeake,john_northants,294,33,10,2,327,12,81
liamthebrewer,nasa,31,0,55903,8677,31,64580,17
realmarkadkins,nasa,17,0,55903,8677,17,64580,20
omniscientsan,nasa,7,1,55903,8677,8,64580,2
megamousegunner,nasa,10,0,55903,8677,10,64580,6
starzanplanets,arjaroxe,448,67,7,5,515,12,20
volunteerbernie,nasa,2,2,55903,8677,4,64580,3
lkrauss1,bigthink,181,15,3,2,196,5,110
23darose,spacedotcom,47,2,4724,125,49,4849,57
issaboveyou,iss_research,2372,2,4199,61,2374,4260,112
nickastronomer,ausandgie7,1203,166,53,8,1369,61,137
pos51,nasa,26,0,55903,8677,26,64580,11
nasa_technology,nasa_wallops,244,7,112,3,251,115,836
summer_ash,nhuntwalker,793,73,222,72,866,294,40
nickastronomer,bis_spaceflight,1203,166,43,1,1369,44,261
fili41,nasa,64,0,55903,8677,64,64580,74
lisaharveysmith,strom_m,470,27,31,17,497,48,36
spacey200000,nasa,16,0,55903,8677,16,64580,30
astronomolly,benneholwerda,718,99,162,20,817,182,131
esascience,mggttaylor,181,14,158,13,195,171,430
stratofortress9,nasa,78,2,55903,8677,80,64580,201
mdmonir52504580,spacedotcom,43,0,4724,125,43,4849,60
micha_louis,nasa,16,3,55903,8677,19,64580,8
wickedkender,nasa,7,0,55903,8677,7,64580,3
dalcantonjd,invaderxan,677,164,32,1,841,33,83
iliveinma,nasa_astronauts,36,52,3739,63,88,3802,5
astro_timpeake,esa_eac,294,33,199,12,327,211,344
joncanttweet,nasa,70,0,55903,8677,70,64580,178
algotechnews,spacex,22,3,9247,328,25,9575,0
joguuybeer,nasa,33,9,55903,8677,42,64580,4
astro_aggie,ingallsimages,164,14,56,2,178,58,208
elliotfriend,nasa,20,0,55903,8677,20,64580,8
coreyspowell,popsci,429,83,80,5,512,85,342
nasagoddard,scifri,466,18,86,5,484,91,843
ianakki07,neiltyson,6,0,10053,253,6,10306,4
planet4589,pkgw,888,169,25,1,1057,26,36
dalcantonjd,astrotweeps,677,164,186,23,841,209,160
torybruno,themarsgen,1379,106,31,2,1485,33,188
astronomolly,sondy,718,99,422,82,817,504,134
bbijit,nasa,5,2,55903,8677,7,64580,9
chrislintott,davidgalvin9,660,103,31,6,763,37,26
astro_127,spacechelle,55,2,69,6,57,75,148
astroduff,richardfpenn,803,112,23,6,915,29,107
unilateraloptio,nasa,9,0,55903,8677,9,64580,1
spacegovuk,airbusds,324,13,103,5,337,108,254
nmpanek,eamonoflynn,239,9,7,0,248,7,10
sand_ra2505,nasa,5,0,55903,8677,5,64580,1
nasasocial,orbitalatk,589,5,296,35,594,331,937
elakdawalla,theagu,683,89,37,6,772,43,382
tree26,nasa,7,0,55903,8677,7,64580,9
astro_jeremy,drcrater,107,13,139,7,120,146,109
roselmafreitas,nasa,5,0,55903,8677,5,64580,3
newhorizons2015,fcain,218,7,112,3,225,115,738
jagoff12,space_station,55,5,8043,589,60,8632,29
universenme,space_station,19,0,8043,589,19,8632,18
exploreplanets,osirisrex,291,11,382,23,302,405,828
jragga,nasa,13,1,55903,8677,14,64580,9
spookyrituals,nasa,0,2,55903,8677,2,64580,2
elakdawalla,sumnerd,683,89,12,2,772,14,79
tim_radio,nasa,1,3,55903,8677,4,64580,2
aliensdance,nasa,35,0,55903,8677,35,64580,76
moefingerhands,nasa,4,0,55903,8677,4,64580,0
startalkradio,sarahcottentail,731,46,25,2,777,27,29
virusgeneral,nasa,18,0,55903,8677,18,64580,10
kompananzi,nasa,3,5,55903,8677,8,64580,29
chrislintott,spaceyliz,660,103,14,0,763,14,119
saastronomy,nasa,17,3,55903,8677,20,64580,17
rick24516423,nasa,0,2,55903,8677,2,64580,0
theparrinder,nasa,22,0,55903,8677,22,64580,31
nasa,osirisrex,381,34,382,23,415,405,1365
johnmaksuta,nasa,15,3,55903,8677,18,64580,14
lrperezalfonzo,nasa,9,0,55903,8677,9,64580,3
thatdudemb,nasa,0,3,55903,8677,3,64580,0
esa_caves,ausandgie7,329,12,53,8,341,61,96
nliteninc,nasa,2,3,55903,8677,5,64580,12
agentorange79,nasa,0,2,55903,8677,2,64580,14
kimberlymallett,space_station,44,4,8043,589,48,8632,74
chris_tibbs,esa_exomars,47,1,1231,6,48,1237,66
cryptokong,esa_rosetta,7,5,4545,304,12,4849,23
universetoday,drphiltill,1492,21,65,5,1513,70,628
alex_parker,brianwolven,1175,160,295,52,1335,347,132
kumpoidol,nasa,72,8,55903,8677,80,64580,1
astro_cady,drmlb,318,9,13,0,327,13,32
bethbeck,nasa,81,0,55903,8677,81,64580,609
drphilmarshall,e_astronomer,248,36,64,9,284,73,51
ryanwvoll,nasa,87,10,55903,8677,97,64580,96
carolinaraulino,nasa,11,0,55903,8677,11,64580,4
altepper,nasa,27,1,55903,8677,28,64580,33
caseydreier,nasa,51,2,55903,8677,53,64580,341
therealkaivik,nasa,29,8,55903,8677,37,64580,17
cosmic_horizons,drarnakarick,523,148,71,9,671,80,39
astro_aggie,astro_wheels,164,14,185,7,178,192,545
chadwickadams83,nasa,7,1,55903,8677,8,64580,12
catherineq,kmccoy,686,98,8,3,784,11,82
fu_kwok,nasa,29,0,55903,8677,29,64580,24
astro_tj,space_lectures,130,6,80,2,136,82,228
setiinstitute,nellybenhayoun,275,12,7,2,287,9,57
doctor_astro,spasmunkey,338,31,92,2,369,94,153
goddess7n,nasa,15,0,55903,8677,15,64580,19
karenlmasters,portsmouthuni,383,31,24,0,414,24,15
karenlmasters,realscientists,383,31,99,16,414,115,181
avramovk,cassinisaturn,48,0,3863,85,48,3948,40
sofiatelescope,nasa,81,0,55903,8677,81,64580,965
spacegovuk,davidbflower,324,13,122,1,337,123,217
jstephengagnon,nasa,20,0,55903,8677,20,64580,37
xmuxaux,nasa,26,0,55903,8677,26,64580,34
astrodot,b0yle,335,8,86,2,343,88,296
flygirlsseries,nasa,5,0,55903,8677,5,64580,24
localjoost,esa_rosetta,25,0,4545,304,25,4849,24
astronomolly,profmike_m,718,99,115,18,817,133,60
fonzlennon,nasa,2,2,55903,8677,4,64580,0
coreyspowell,bhgross144,429,83,9,0,512,9,49
universetoday,jpmajor,1492,21,165,18,1513,183,515
davidwhogg,mjibrown,571,104,124,30,675,154,53
noisyastronomer,downhereonearth,396,62,38,4,458,42,109
alisonleary1,nasa,22,0,55903,8677,22,64580,68
henriapophenius,spacex,59,1,9247,328,60,9575,115
stormrider110,nasa,1,3,55903,8677,4,64580,7
astrokatie,lorengrush,775,102,49,10,877,59,190
astrokatie,osirisrex,775,102,382,23,877,405,467
astro_aggie,tweetsoutloud,164,14,155,13,178,168,256
beta7050,spacedotcom,28,0,4724,125,28,4849,47
nickastronomer,libbyjackson__,1203,166,30,2,1369,32,181
startalkradio,carolynporco,731,46,150,10,777,160,311
midorikocak,nasa,38,0,55903,8677,38,64580,59
planet4589,peterdedmonds,888,169,115,14,1057,129,173
ase_astronauts,nasa,47,0,55903,8677,47,64580,231
startalkradio,upportunityu,731,46,13,1,777,14,185
russellmanthy,nasa,10,0,55903,8677,10,64580,32
ironerf,nasa,42,0,55903,8677,42,64580,84
deefa45,nasa,21,1,55903,8677,22,64580,13
dr_lucie,ellenstofan,619,24,71,6,643,77,92
fleuretone,nasa,6,0,55903,8677,6,64580,4
johnnie50,nasa,37,4,55903,8677,41,64580,131
chrislintott,esa_edm,660,103,299,24,763,323,192
esa_rosetta,hirise,161,2,131,10,163,141,671
jdegange,nasa,29,0,55903,8677,29,64580,20
astro_mike,mets,344,15,34,1,359,35,35
jhjones,susanbellfilm,449,49,60,8,498,68,87
catherineq,spasmunkey,686,98,92,2,784,94,291
torybruno,dougontech,1379,106,14,2,1485,16,39
idfcmoran,nasa,0,4,55903,8677,4,64580,16
andresdavid,nasa,57,0,55903,8677,57,64580,289
cosmicpinot,lindaunobel,257,53,16,2,310,18,27
lusomadeirense,nasa,2,3,55903,8677,5,64580,0
iqad370,space_station,1,2,8043,589,3,8632,1
astronomolly,drrubidium,718,99,69,12,817,81,55
noisyastronomer,startorialist,396,62,201,16,458,217,125
summer_ash,astroathens,793,73,14,0,866,14,97
ellenstofan,nasa,55,0,55903,8677,55,64580,466
jamaicaomollard,nasa,25,0,55903,8677,25,64580,32
boywonerelroy1,nasa,33,5,55903,8677,38,64580,127
spaceanswers,marscuriosity,106,6,7139,52,112,7191,398
ahmdmuizz,nasa,22,0,55903,8677,22,64580,3
danpx2,spacex,88,5,9247,328,93,9575,190
embraceape,nasa,10,4,55903,8677,14,64580,13
planet4589,aussiastronomer,888,169,95,16,1057,111,121
asrivkin,planetdr,695,130,783,153,825,936,203
nallarthor,nasa,4,0,55903,8677,4,64580,4
planet4589,nasawatch,888,169,68,14,1057,82,272
astro_davids,drcrater,190,16,139,7,206,146,93
spacegamesfed,nasa,63,1,55903,8677,64,64580,347
jrichardgott,robertgaristo,71,6,31,8,77,39,43
susanbernardo,space_station,9,0,8043,589,9,8632,9
astroduff,jontihorner,803,112,31,5,915,36,65
planet4589,jqmcd,888,169,12,1,1057,13,14
astrodot,sallyridesci,335,8,21,3,343,24,190
vrooje,geerthub,394,81,134,14,475,148,96
therealmrcheeks,nasa,1,3,55903,8677,4,64580,0
malo_j,nasa,20,4,55903,8677,24,64580,54
jennasindle,nasa,0,4,55903,8677,4,64580,13
danielpcosta,nasa,23,0,55903,8677,23,64580,4
starzanplanets,ngc3314,448,67,96,10,515,106,57
quasarsm,space_station,30,3,8043,589,33,8632,26
luckymarley06,nasa,4,0,55903,8677,4,64580,7
tamaraalexis,space_station,31,2,8043,589,33,8632,21
tikkami,space_station,18,6,8043,589,24,8632,24
hollandspacecen,space_station,99,0,8043,589,99,8632,222
almasano,nasa,7,0,55903,8677,7,64580,2
nasa,nasasunearth,381,34,125,11,415,136,1069
elakdawalla,yazziesays,683,89,10,1,772,11,106
nasagoddard,nasa_tess,466,18,17,4,484,21,151
torybruno,danspace77,1379,106,16,2,1485,18,220
astro_timpeake,libbyjackson__,294,33,30,2,327,32,255
ohsyrus_,nasa,4,0,55903,8677,4,64580,0
greatscotgary,nasa,6,0,55903,8677,6,64580,32
camilamendezn,nasa,5,0,55903,8677,5,64580,2
lonelyprobe,nasa,61,0,55903,8677,61,64580,277
smleemon,nasa,8,5,55903,8677,13,64580,4
upulie,nasa,88,1,55903,8677,89,64580,417
kennethmjohnson,nasakennedy,35,0,3802,55,35,3857,39
danielladotti,nasa,0,2,55903,8677,2,64580,4
engineerakadir,nasa,15,0,55903,8677,15,64580,22
spaceius,nasa,7,0,55903,8677,7,64580,0
dalcantonjd,eteq,677,164,56,6,841,62,53
trainwreckradio,nasa,18,0,55903,8677,18,64580,38
scorpio4shizzle,space_station,51,0,8043,589,51,8632,41
gearymk,space_station,17,5,8043,589,22,8632,12
teshawnedmonds,nasa,6,0,55903,8677,6,64580,29
cosmic_horizons,marcuschown,523,148,20,2,671,22,15
astro_aggie,tungsten_flight,164,14,49,2,178,51,219
off_mybeat,spacedotcom,22,2,4724,125,24,4849,19
upportunityu,startalkradio,83,1,1136,8,84,1144,185
nasakennedy,osirisrex,345,13,382,23,358,405,873
astronomolly,demitrimuna,718,99,57,12,817,69,38
jetdext,nasa,39,0,55903,8677,39,64580,100
nickastronomer,pilliarscreatio,1203,166,33,4,1369,37,263
astro_sandy,dittmarml,31,0,13,0,31,13,178
4n0rdc,nasa,57,17,55903,8677,74,64580,43
whymandesign,nasa,47,3,55903,8677,50,64580,20
lawr_and_syl,nasa,0,2,55903,8677,2,64580,0
cicoil,spacedotcom,46,1,4724,125,47,4849,74
astro2fish,bubbaradio,128,7,4,0,135,4,2
kalyugee_raavan,nasa,22,0,55903,8677,22,64580,1
nasa_johnson,astro_wheels,200,7,185,7,207,192,869
betulland,johnrsports,47,8,53,4,55,57,10
jkamecki,nasa,61,0,55903,8677,61,64580,35
sabrinaselva1,nasa,105,0,55903,8677,105,64580,73
nasa360,space_station,74,1,8043,589,75,8632,702
astro_timpeake,space_tom,294,33,13,0,327,13,95
spacex,popsci,185,2,80,5,187,85,1533
astrokatie,jpdowling,775,102,4,3,877,7,20
prettyiight,nasa,0,2,55903,8677,2,64580,0
niais,merrdiff,265,36,120,20,301,140,100
exploreplanets,nasa_dawn,291,11,234,16,302,250,1216
asrivkin,cathomas09,695,130,43,8,825,51,48
startalkradio,rainmaker1973,731,46,108,9,777,117,167
lupa1062,nasa,0,14,55903,8677,14,64580,0
jhjones,sungrazercomets,449,49,76,10,498,86,84
sabrinaselva1,space_station,105,0,8043,589,105,8632,58
urban_tom,nasa,2,3,55903,8677,5,64580,4
lanaschola,nasa,10,0,55903,8677,10,64580,5
alex_parker,susanbellfilm,1175,160,60,8,1335,68,147
ghemeurasdad,nasa,27,4,55903,8677,31,64580,1
fox10phoenix,nasa,6,0,55903,8677,6,64580,91
sabahesyreg,esa,11,0,5155,135,11,5290,12
ruisaldanha,nasa,30,0,55903,8677,30,64580,109
mesastem,nasa,11,0,55903,8677,11,64580,15
astronomolly,jasonkalirai,718,99,25,0,817,25,102
caliadomenico,cassinisaturn,76,1,3863,85,77,3948,175
priscillakauf,nasa,4,0,55903,8677,4,64580,10
alex_parker,otherorbscience,1175,160,56,12,1335,68,140
sharnakeolove,nasa,5,2,55903,8677,7,64580,12
1hubbleradio,nasagoddard,69,0,2786,23,69,2809,104
raakwork,esa_rosetta,13,0,4545,304,13,4849,12
astroduff,kumitaguchi,803,112,11,1,915,12,22
badastronomer,mikamckinnon,389,46,147,16,435,163,377
michaelrennick,nasa,16,0,55903,8677,16,64580,49
johnnypappas,nasa,15,12,55903,8677,27,64580,20
nmpanek,jenngustetic,239,9,15,1,248,16,56
astrokatie,lukedones,775,102,246,45,877,291,160
spaceflightins,space_station,114,0,8043,589,114,8632,643
alex_parker,startorialist,1175,160,201,16,1335,217,128
cosmic_horizons,nasawatch,523,148,68,14,671,82,30
vrooje,nhuntwalker,394,81,222,72,475,294,28
itsaadityaa,nasa,23,0,55903,8677,23,64580,5
bryn00,esa_rosetta,16,0,4545,304,16,4849,30
fueladdicts,nasa,17,2,55903,8677,19,64580,17
summer_ash,shaka_lulu,793,73,133,22,866,155,198
doctor_astro,nasa_wallops,338,31,112,3,369,115,145
bernardo4real,nasa,7,0,55903,8677,7,64580,4
astro_reid,tracedominguez,349,36,15,0,385,15,77
pamfloresmusic,nasa,12,0,55903,8677,12,64580,9
nickastronomer,ibookery,1203,166,3,2,1369,5,43
herbalyfe,nasa,0,2,55903,8677,2,64580,0
cosmicpinot,science_academy,257,53,48,4,310,52,98
willgater,tmac_taunton,499,18,7,1,517,8,10
astro_alex,dlr_en,126,18,73,3,144,76,388
cosmic_horizons,nhuntwalker,523,148,222,72,671,294,16
keshav4kool,nasa,3,2,55903,8677,5,64580,2
caracol,nasa,44,0,55903,8677,44,64580,70
cosmosontv,pharaoness,85,2,38,3,87,41,94
alex_parker,kennicosmith,1175,160,45,4,1335,49,266
tpscholl,nasa,0,2,55903,8677,2,64580,1
dalcantonjd,lukedones,677,164,246,45,841,291,76
spacedotcom,collectspace,260,1,55,0,261,55,409
drphilmarshall,astronomyblog,248,36,163,20,284,183,63
spacenews_inc,nasa_sls,281,19,213,16,300,229,510
pablorc43,nasa,25,0,55903,8677,25,64580,46
technewsmidwest,nasa,35,0,55903,8677,35,64580,133
saphyresilver,nasa,0,2,55903,8677,2,64580,14
astro_reid,trevormahlmann,349,36,20,0,385,20,200
hofstetter_mary,spacedotcom,20,0,4724,125,20,4849,30
astrodot,carbon_flight,335,8,89,5,343,94,234
cosmicpinot,cosmos4u,257,53,186,34,310,220,129
nefaeriest,nasa,7,1,55903,8677,8,64580,6
lubrownwhite,nasa,0,2,55903,8677,2,64580,6
santanagarcia27,nasa,7,2,55903,8677,9,64580,2
nasa,astro_wheels,381,34,185,7,415,192,1145
starzanplanets,cyborgn8vmari,448,67,12,1,515,13,3
rjmendera,nasa,7,2,55903,8677,9,64580,12
elakdawalla,masequeira1,683,89,35,4,772,39,31
dbstar25,nasa,66,0,55903,8677,66,64580,187
drfunkyspoon,babydok123,628,95,6,0,723,6,7
catherineq,kejames,686,98,136,28,784,164,238
sarahkendrew,astrokatey,504,85,39,11,589,50,71
bollmannatalie,nasa,0,2,55903,8677,2,64580,1
biancaaddison,nasa,0,2,55903,8677,2,64580,3
emilylurice,acapellascience,418,43,8,0,461,8,15
esascience,esa_edm,181,14,299,24,195,323,508
therianstrauss,nasa,13,0,55903,8677,13,64580,2
theuniverse_tm,davidbflower,159,3,122,1,162,123,149
eurogeosciences,nasa,27,3,55903,8677,30,64580,236
kayenne22,nasa,6,18,55903,8677,24,64580,28
davidwhogg,hubbahubble,571,104,180,19,675,199,91
asrivkin,amymainzer,695,130,60,2,825,62,119
nickastronomer,airandspace,1203,166,105,6,1369,111,321
summer_ash,startorialist,793,73,201,16,866,217,157
willgater,_thegeoff,499,18,17,1,517,18,45
nasapeople,nasa,63,2,55903,8677,65,64580,477
davidmwarnke,space_station,8,4,8043,589,12,8632,5
joguuybeer,neiltyson,33,9,10053,253,42,10306,2
keathmarx,nasa,19,1,55903,8677,20,64580,16
sannsibble,space_station,91,0,8043,589,91,8632,153
anthonybartol15,nasa,6,3,55903,8677,9,64580,1
astro_timpeake,spacecentre,294,33,39,0,327,39,236
kevindavis338,nasa,26,0,55903,8677,26,64580,81
halohooper,nasa,9,11,55903,8677,20,64580,2
sarahkendrew,astronomyblog,504,85,163,20,589,183,122
tanyamariev,nasa,6,0,55903,8677,6,64580,1
stationcdrkelly,amikokauderer,64,4,43,5,68,48,290
cntroversyincda,space_station,71,7,8043,589,78,8632,20
astroduff,aus_scienceweek,803,112,35,3,915,38,125
cosmicpinot,cwmagee,257,53,27,3,310,30,28
albertfeynman,nasa,65,9,55903,8677,74,64580,84
portland_ghosts,cassinisaturn,199,116,3863,85,315,3948,15
wisemanryder,nasa,9,3,55903,8677,12,64580,4
juliansapp,nasa,75,2,55903,8677,77,64580,238
sethshostak,sarahcruddas,29,4,47,4,33,51,95
dr_lucie,tim_o_brien,619,24,58,3,643,61,162
mortimerzilch,nasa,40,0,55903,8677,40,64580,69
coreyspowell,startswithabang,429,83,88,31,512,119,234
zerstaubung,esa,78,10,5155,135,88,5290,78
xtrmluke1,nasa,0,2,55903,8677,2,64580,1
ipressthis,nasa,0,3,55903,8677,3,64580,40
doctor_astro,nasa_dawn,338,31,234,16,369,250,214
iliveinma,space_station,36,52,8043,589,88,8632,4
asrivkin,brianwolven,695,130,295,52,825,347,91
astro_reid,aqua_ogriofa,349,36,19,5,385,24,74
meitisumantr,nasa,4,0,55903,8677,4,64580,4
simrob72,nasa,4,2,55903,8677,6,64580,14
astro_cady,nasaedu,318,9,44,2,327,46,411
